original_icd_code,original_icd_version,canonical_icd_code,canonical_icd_version,long_title
T470,10,T470,10,"Poisoning by, adverse effect of and underdosing of histamine H2-receptor blockers"
T470X,10,T470,10,"Poisoning by, adverse effect of and underdosing of histamine H2-receptor blockers"
T420,10,T420,10,"Poisoning by, adverse effect of and underdosing of hydantoin derivatives"
T420X,10,T420,10,"Poisoning by, adverse effect of and underdosing of hydantoin derivatives"
T421,10,T421,10,"Poisoning by, adverse effect of and underdosing of iminostilbenes"
T421X,10,T421,10,"Poisoning by, adverse effect of and underdosing of iminostilbenes"
T410,10,T410,10,"Poisoning by, adverse effect of and underdosing of inhaled anesthetics"
T410X,10,T410,10,"Poisoning by, adverse effect of and underdosing of inhaled anesthetics"
T383,10,T383,10,"Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs"
T383X,10,T383,10,"Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs"
T411,10,T411,10,"Poisoning by, adverse effect of and underdosing of intravenous anesthetics"
T411X,10,T411,10,"Poisoning by, adverse effect of and underdosing of intravenous anesthetics"
T454,10,T454,10,"Poisoning by, adverse effect of and underdosing of iron and its compounds"
T454X,10,T454,10,"Poisoning by, adverse effect of and underdosing of iron and its compounds"
T494,10,T494,10,"Poisoning by, adverse effect of and underdosing of keratolytics, keratoplastics, and other hair treatment drugs and preparations"
T494X,10,T494,10,"Poisoning by, adverse effect of and underdosing of keratolytics, keratoplastics, and other hair treatment drugs and preparations"
T413,10,T413,10,"Poisoning by, adverse effect of and underdosing of local anesthetics"
T413X,10,T413,10,"Poisoning by, adverse effect of and underdosing of local anesthetics"
T490,10,T490,10,"Poisoning by, adverse effect of and underdosing of local antifungal, anti-infective and anti-inflammatory drugs"
T490X,10,T490,10,"Poisoning by, adverse effect of and underdosing of local antifungal, anti-infective and anti-inflammatory drugs"
T492,10,T492,10,"Poisoning by, adverse effect of and underdosing of local astringents and local detergents"
T492X,10,T492,10,"Poisoning by, adverse effect of and underdosing of local astringents and local detergents"
T501,10,T501,10,"Poisoning by, adverse effect of and underdosing of loop [high-ceiling] diuretics"
T501X,10,T501,10,"Poisoning by, adverse effect of and underdosing of loop [high-ceiling] diuretics"
T363,10,T363,10,"Poisoning by, adverse effect of and underdosing of macrolides"
T363X,10,T363,10,"Poisoning by, adverse effect of and underdosing of macrolides"
T403,10,T403,10,"Poisoning by, adverse effect of and underdosing of methadone"
T403X,10,T403,10,"Poisoning by, adverse effect of and underdosing of methadone"
T500,10,T500,10,"Poisoning by, adverse effect of and underdosing of mineralocorticoids and their antagonists"
T500X,10,T500,10,"Poisoning by, adverse effect of and underdosing of mineralocorticoids and their antagonists"
T431,10,T431,10,"Poisoning by, adverse effect of and underdosing of monoamine-oxidase-inhibitor antidepressants"
T431X,10,T431,10,"Poisoning by, adverse effect of and underdosing of monoamine-oxidase-inhibitor antidepressants"
T495,10,T495,10,"Poisoning by, adverse effect of and underdosing of ophthalmological drugs and preparations"
T495X,10,T495,10,"Poisoning by, adverse effect of and underdosing of ophthalmological drugs and preparations"
T400,10,T400,10,"Poisoning by, adverse effect of and underdosing of opium"
T400X,10,T400,10,"Poisoning by, adverse effect of and underdosing of opium"
T384,10,T384,10,"Poisoning by, adverse effect of and underdosing of oral contraceptives"
T384X,10,T384,10,"Poisoning by, adverse effect of and underdosing of oral contraceptives"
T478,10,T478,10,"Poisoning by, adverse effect of and underdosing of other agents primarily affecting gastrointestinal system"
T478X,10,T478,10,"Poisoning by, adverse effect of and underdosing of other agents primarily affecting gastrointestinal system"
T471,10,T471,10,"Poisoning by, adverse effect of and underdosing of other antacids and anti-gastric-secretion drugs"
T471X,10,T471,10,"Poisoning by, adverse effect of and underdosing of other antacids and anti-gastric-secretion drugs"
T485,10,T485,10,"Poisoning by, adverse effect of and underdosing of other anti-common-cold drugs"
T485X,10,T485,10,"Poisoning by, adverse effect of and underdosing of other anti-common-cold drugs"
T426,10,T426,10,"Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs"
T426X,10,T426,10,"Poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs"
T465,10,T465,10,"Poisoning by, adverse effect of and underdosing of other antihypertensive drugs"
T465X,10,T465,10,"Poisoning by, adverse effect of and underdosing of other antihypertensive drugs"
T373,10,T373,10,"Poisoning by, adverse effect of and underdosing of other antiprotozoal drugs"
T373X,10,T373,10,"Poisoning by, adverse effect of and underdosing of other antiprotozoal drugs"
T385,10,T385,10,"Poisoning by, adverse effect of and underdosing of other estrogens and progestogens"
T385X,10,T385,10,"Poisoning by, adverse effect of and underdosing of other estrogens and progestogens"
T474,10,T474,10,"Poisoning by, adverse effect of and underdosing of other laxatives"
T474X,10,T474,10,"Poisoning by, adverse effect of and underdosing of other laxatives"
T398,10,T398,10,"Poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified"
T398X,10,T398,10,"Poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified"
T393,10,T393,10,"Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]"
T3939,10,T393,10,"Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]"
T402,10,T402,10,"Poisoning by, adverse effect of and underdosing of other opioids"
T402X,10,T402,10,"Poisoning by, adverse effect of and underdosing of other opioids"
T443,10,T443,10,"Poisoning by, adverse effect of and underdosing of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
T443X,10,T443,10,"Poisoning by, adverse effect of and underdosing of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
T441,10,T441,10,"Poisoning by, adverse effect of and underdosing of other parasympathomimetics [cholinergics]"
T441X,10,T441,10,"Poisoning by, adverse effect of and underdosing of other parasympathomimetics [cholinergics]"
T458,10,T458,10,"Poisoning by, adverse effect of and underdosing of other primarily systemic and hematological agents"
T458X,10,T458,10,"Poisoning by, adverse effect of and underdosing of other primarily systemic and hematological agents"
T438,10,T438,10,"Poisoning by, adverse effect of and underdosing of other psychotropic drugs"
T438X,10,T438,10,"Poisoning by, adverse effect of and underdosing of other psychotropic drugs"
T378,10,T378,10,"Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics"
T378X,10,T378,10,"Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics"
T404,10,T404,10,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics"
T4049,10,T404,10,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics"
T404X,10,T404,10,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics"
T368,10,T368,10,"Poisoning by, adverse effect of and underdosing of other systemic antibiotics"
T368X,10,T368,10,"Poisoning by, adverse effect of and underdosing of other systemic antibiotics"
T498,10,T498,10,"Poisoning by, adverse effect of and underdosing of other topical agents"
T498X,10,T498,10,"Poisoning by, adverse effect of and underdosing of other topical agents"
T50Z,10,T50Z,10,"Poisoning by, adverse effect of and underdosing of other vaccines and biological substances"
T50Z9,10,T50Z,10,"Poisoning by, adverse effect of and underdosing of other vaccines and biological substances"
T496,10,T496,10,"Poisoning by, adverse effect of and underdosing of otorhinolaryngological drugs and preparations"
T496X,10,T496,10,"Poisoning by, adverse effect of and underdosing of otorhinolaryngological drugs and preparations"
T480,10,T480,10,"Poisoning by, adverse effect of and underdosing of oxytocic drugs"
T480X,10,T480,10,"Poisoning by, adverse effect of and underdosing of oxytocic drugs"
T360,10,T360,10,"Poisoning by, adverse effect of and underdosing of penicillins"
T360X,10,T360,10,"Poisoning by, adverse effect of and underdosing of penicillins"
T467,10,T467,10,"Poisoning by, adverse effect of and underdosing of peripheral vasodilators"
T467X,10,T467,10,"Poisoning by, adverse effect of and underdosing of peripheral vasodilators"
T433,10,T433,10,"Poisoning by, adverse effect of and underdosing of phenothiazine antipsychotics and neuroleptics"
T433X,10,T433,10,"Poisoning by, adverse effect of and underdosing of phenothiazine antipsychotics and neuroleptics"
T444,10,T444,10,"Poisoning by, adverse effect of and underdosing of predominantly alpha-adrenoreceptor agonists"
T444X,10,T444,10,"Poisoning by, adverse effect of and underdosing of predominantly alpha-adrenoreceptor agonists"
T445,10,T445,10,"Poisoning by, adverse effect of and underdosing of predominantly beta-adrenoreceptor agonists"
T445X,10,T445,10,"Poisoning by, adverse effect of and underdosing of predominantly beta-adrenoreceptor agonists"
T392,10,T392,10,"Poisoning by, adverse effect of and underdosing of pyrazolone derivatives"
T392X,10,T392,10,"Poisoning by, adverse effect of and underdosing of pyrazolone derivatives"
T366,10,T366,10,"Poisoning by, adverse effect of and underdosing of rifampicins"
T366X,10,T366,10,"Poisoning by, adverse effect of and underdosing of rifampicins"
T481,10,T481,10,"Poisoning by, adverse effect of and underdosing of skeletal muscle relaxants [neuromuscular blocking agents]"
T481X,10,T481,10,"Poisoning by, adverse effect of and underdosing of skeletal muscle relaxants [neuromuscular blocking agents]"
T472,10,T472,10,"Poisoning by, adverse effect of and underdosing of stimulant laxatives"
T472X,10,T472,10,"Poisoning by, adverse effect of and underdosing of stimulant laxatives"
T422,10,T422,10,"Poisoning by, adverse effect of and underdosing of succinimides and oxazolidinediones"
T422X,10,T422,10,"Poisoning by, adverse effect of and underdosing of succinimides and oxazolidinediones"
T370,10,T370,10,"Poisoning by, adverse effect of and underdosing of sulfonamides"
T370X,10,T370,10,"Poisoning by, adverse effect of and underdosing of sulfonamides"
T364,10,T364,10,"Poisoning by, adverse effect of and underdosing of tetracyclines"
T364X,10,T364,10,"Poisoning by, adverse effect of and underdosing of tetracyclines"
T415,10,T415,10,"Poisoning by, adverse effect of and underdosing of therapeutic gases"
T415X,10,T415,10,"Poisoning by, adverse effect of and underdosing of therapeutic gases"
T381,10,T381,10,"Poisoning by, adverse effect of and underdosing of thyroid hormones and substitutes"
T381X,10,T381,10,"Poisoning by, adverse effect of and underdosing of thyroid hormones and substitutes"
T452,10,T452,10,"Poisoning by, adverse effect of and underdosing of vitamins"
T452X,10,T452,10,"Poisoning by, adverse effect of and underdosing of vitamins"
4460,9,M300,10,Polyarteritis nodosa
M300,10,M300,10,Polyarteritis nodosa
2730,9,D890,10,Polyclonal hypergammaglobulinemia
D890,10,D890,10,Polyclonal hypergammaglobulinemia
7764,9,P611,10,Polycythemia neonatorum
P611,10,P611,10,Polycythemia neonatorum
2384,9,D45,10,Polycythemia vera
D45,10,D45,10,Polycythemia vera
7835,9,R631,10,Polydipsia
R631,10,R631,10,Polydipsia
2589,9,E319,10,"Polyglandular dysfunction, unspecified"
E319,10,E319,10,"Polyglandular dysfunction, unspecified"
725,9,M353,10,Polymyalgia rheumatica
M353,10,M353,10,Polymyalgia rheumatica
7104,9,M332,10,Polymyositis
M332,10,M332,10,Polymyositis
3577,9,G622,10,Polyneuropathy due to other toxic agents
G622,10,G622,10,Polyneuropathy due to other toxic agents
6210,9,N840,10,Polyp of corpus uteri
N840,10,N840,10,Polyp of corpus uteri
4710,9,J330,10,Polyp of nasal cavity
J330,10,J330,10,Polyp of nasal cavity
6237,9,N842,10,Polyp of vagina
N842,10,N842,10,Polyp of vagina
7836,9,R632,10,Polyphagia
R632,10,R632,10,Polyphagia
4711,9,J331,10,Polypoid sinus degeneration
J331,10,J331,10,Polypoid sinus degeneration
78842,9,R35,10,Polyuria
R35,10,R35,10,Polyuria
5723,9,K766,10,Portal hypertension
K766,10,K766,10,Portal hypertension
452,9,I81,10,Portal vein thrombosis
I81,10,I81,10,Portal vein thrombosis
78033,9,R561,10,Post traumatic seizures
R561,10,R561,10,Post traumatic seizures
52572,9,M2762,10,Post-osseointegration biological failure of dental implant
M2762,10,M2762,10,Post-osseointegration biological failure of dental implant
52573,9,M2763,10,Post-osseointegration mechanical failure of dental implant
M2763,10,M2763,10,Post-osseointegration mechanical failure of dental implant
23877,9,D47Z1,10,Post-transplant lymphoproliferative disorder (PTLD)
D47Z1,10,D47Z1,10,Post-transplant lymphoproliferative disorder (PTLD)
33920,9,G4430,10,"Post-traumatic headache, unspecified"
G4430,10,G4430,10,"Post-traumatic headache, unspecified"
78835,9,N3943,10,Post-void dribbling
N3943,10,N3943,10,Post-void dribbling
38381,9,H7081,10,Postauricular fistula
H7081,10,H7081,10,Postauricular fistula
5760,9,K915,10,Postcholecystectomy syndrome
K915,10,K915,10,Postcholecystectomy syndrome
71137,9,M0217,10,"Postdysenteric arthropathy, ankle and foot"
M0217,10,M0217,10,"Postdysenteric arthropathy, ankle and foot"
71134,9,M0214,10,"Postdysenteric arthropathy, hand"
M0214,10,M0214,10,"Postdysenteric arthropathy, hand"
71139,9,M0219,10,"Postdysenteric arthropathy, multiple sites"
M0219,10,M0219,10,"Postdysenteric arthropathy, multiple sites"
37113,9,H1805,10,Posterior corneal pigmentations
H1805,10,H1805,10,Posterior corneal pigmentations
37934,9,H2713,10,Posterior dislocation of lens
H2713,10,H2713,10,Posterior dislocation of lens
37907,9,H1503,10,Posterior scleritis
H1503,10,H1503,10,Posterior scleritis
52482,9,M2682,10,Posterior soft tissue impingement
M2682,10,M2682,10,Posterior soft tissue impingement
5642,9,K911,10,Postgastric surgery syndromes
K911,10,K911,10,Postgastric surgery syndromes
05313,9,B0223,10,Postherpetic polyneuropathy
B0223,10,B0223,10,Postherpetic polyneuropathy
05312,9,B0222,10,Postherpetic trigeminal neuralgia
B0222,10,B0222,10,Postherpetic trigeminal neuralgia
4570,9,I972,10,Postmastectomy lymphedema syndrome
I972,10,I972,10,Postmastectomy lymphedema syndrome
6273,9,N952,10,Postmenopausal atrophic vaginitis
N952,10,N952,10,Postmenopausal atrophic vaginitis
6271,9,N950,10,Postmenopausal bleeding
N950,10,N950,10,Postmenopausal bleeding
78491,9,R0982,10,Postnasal drip
R0982,10,R0982,10,Postnasal drip
78062,9,R5082,10,Postprocedural fever
R5082,10,R5082,10,Postprocedural fever
28741,9,D6951,10,Posttransfusion purpura
D6951,10,D6951,10,Posttransfusion purpura
78063,9,R5083,10,Postvaccination fever
R5083,10,R5083,10,Postvaccination fever
56971,9,K91850,10,Pouchitis
K91850,10,K91850,10,Pouchitis
75981,9,Q8711,10,Prader-Willi syndrome
Q8711,10,Q8711,10,Prader-Willi syndrome
79001,9,R710,10,Precipitous drop in hematocrit
R710,10,R710,10,Precipitous drop in hematocrit
78651,9,R072,10,Precordial pain
R072,10,R072,10,Precordial pain
36500,9,H4000,10,"Preglaucoma, unspecified"
H4000,10,H4000,10,"Preglaucoma, unspecified"
V2387,9,O3680,10,Pregnancy with inconclusive fetal viability
O3680,10,O3680,10,Pregnancy with inconclusive fetal viability
V222,9,Z331,10,"Pregnant state, incidental"
Z331,10,Z331,10,"Pregnant state, incidental"
30275,9,F524,10,Premature ejaculation
F524,10,F524,10,Premature ejaculation
25631,9,E2831,10,Premature menopause
E2831,10,E2831,10,Premature menopause
72665,9,M704,10,Prepatellar bursitis
M704,10,M704,10,Prepatellar bursitis
3674,9,H524,10,Presbyopia
H524,10,H524,10,Presbyopia
V452,9,Z982,10,Presence of cerebrospinal fluid drainage device
Z982,10,Z982,10,Presence of cerebrospinal fluid drainage device
Z9581,10,Z9581,10,Presence of other cardiac implants and grafts
Z95818,10,Z9581,10,Presence of other cardiac implants and grafts
Z9669,10,Z9669,10,Presence of other orthopedic joint implants
Z96698,10,Z9669,10,Presence of other orthopedic joint implants
Z968,10,Z968,10,Presence of other specified functional implants
Z9689,10,Z968,10,Presence of other specified functional implants
Z9582,10,Z9582,10,Presence of other vascular implants and grafts
Z95828,10,Z9582,10,Presence of other vascular implants and grafts
L898,10,L898,10,Pressure ulcer of other site
L8989,10,L898,10,Pressure ulcer of other site
6073,9,N483,10,Priapism
N483,10,N483,10,Priapism
0911,9,A511,10,Primary anal syphilis
A511,10,A511,10,Primary anal syphilis
36506,9,H4006,10,Primary angle closure without glaucoma damage
H4006,10,H4006,10,Primary angle closure without glaucoma damage
27781,9,E7141,10,Primary carnitine deficiency
E7141,10,E7141,10,Primary carnitine deficiency
32721,9,G4731,10,Primary central sleep apnea
G4731,10,G4731,10,Primary central sleep apnea
33983,9,G4483,10,Primary cough headache
G4483,10,G4483,10,Primary cough headache
36463,9,H2134,10,Primary cyst of pars plana
H2134,10,H2134,10,Primary cyst of pars plana
33984,9,G4484,10,Primary exertional headache
G4484,10,G4484,10,Primary exertional headache
70521,9,L7451,10,Primary focal hyperhidrosis
L7451,10,L7451,10,Primary focal hyperhidrosis
25201,9,E210,10,Primary hyperparathyroidism
E210,10,E210,10,Primary hyperparathyroidism
36031,9,H4444,10,Primary hypotony of eye
H4444,10,H4444,10,Primary hypotony of eye
36401,9,H2001,10,Primary iridocyclitis
H2001,10,H2001,10,Primary iridocyclitis
33524,9,G1223,10,Primary lateral sclerosis
G1223,10,G1223,10,Primary lateral sclerosis
1030,9,A670,10,Primary lesions of pinta
A670,10,A670,10,Primary lesions of pinta
37711,9,H4721,10,Primary optic atrophy
H4721,10,H4721,10,Primary optic atrophy
4160,9,I270,10,Primary pulmonary hypertension
I270,10,I270,10,Primary pulmonary hypertension
51281,9,J9311,10,Primary spontaneous pneumothorax
J9311,10,J9311,10,Primary spontaneous pneumothorax
33985,9,G4485,10,Primary stabbing headache
G4485,10,G4485,10,Primary stabbing headache
33943,9,G4453,10,Primary thunderclap headache
G4453,10,G4453,10,Primary thunderclap headache
V2641,9,Z3161,10,Procreative counseling and advice using natural family planning
Z3161,10,Z3161,10,Procreative counseling and advice using natural family planning
3182,9,F73,10,Profound intellectual disabilities
F73,10,F73,10,Profound intellectual disabilities
33522,9,G1222,10,Progressive bulbar palsy
G1222,10,G1222,10,Progressive bulbar palsy
37872,9,H494,10,Progressive external ophthalmoplegia
H494,10,H494,10,Progressive external ophthalmoplegia
0463,9,A812,10,Progressive multifocal leukoencephalopathy
A812,10,A812,10,Progressive multifocal leukoencephalopathy
6185,9,N993,10,Prolapse of vaginal vault after hysterectomy
N993,10,N993,10,Prolapse of vaginal vault after hysterectomy
E9280,9,X52,10,Prolonged stay in weightless environment
X52,10,X52,10,Prolonged stay in weightless environment
6013,9,N413,10,Prostatocystitis
N413,10,N413,10,Prostatocystitis
7910,9,R80,10,Proteinuria
R80,10,R80,10,Proteinuria
75671,9,Q794,10,Prune belly syndrome
Q794,10,Q794,10,Prune belly syndrome
6980,9,L290,10,Pruritus ani
L290,10,L290,10,Pruritus ani
31081,9,F482,10,Pseudobulbar affect
F482,10,F482,10,Pseudobulbar affect
37204,9,H1022,10,Pseudomembranous conjunctivitis
H1022,10,H1022,10,Pseudomembranous conjunctivitis
56731,9,K6812,10,Psoas muscle abscess
K6812,10,K6812,10,Psoas muscle abscess
79954,9,R41843,10,Psychomotor deficit
R41843,10,R41843,10,Psychomotor deficit
36816,9,H5316,10,Psychophysical visual disturbances
H5316,10,H5316,10,Psychophysical visual disturbances
61181,9,N6481,10,Ptosis of breast
N6481,10,N6481,10,Ptosis of breast
5162,9,J8402,10,Pulmonary alveolar microlithiasis
J8402,10,J8402,10,Pulmonary alveolar microlithiasis
0221,9,A221,10,Pulmonary anthrax
A221,10,A221,10,Pulmonary anthrax
1145,9,B382,10,"Pulmonary coccidioidomycosis, unspecified"
B382,10,B382,10,"Pulmonary coccidioidomycosis, unspecified"
5180,9,J981,10,Pulmonary collapse
J981,10,J981,10,Pulmonary collapse
J82,10,J82,10,"Pulmonary eosinophilia, not elsewhere classified"
J828,10,J82,10,"Pulmonary eosinophilia, not elsewhere classified"
51662,9,J84842,10,Pulmonary interstitial glycogenosis
J84842,10,J84842,10,Pulmonary interstitial glycogenosis
0212,9,A212,10,Pulmonary tularemia
A212,10,A212,10,Pulmonary tularemia
5222,9,K042,10,Pulp degeneration
K042,10,K042,10,Pulp degeneration
5220,9,K040,10,Pulpitis
K040,10,K040,10,Pulpitis
37635,9,H0526,10,Pulsating exophthalmos
H0526,10,H0526,10,Pulsating exophthalmos
37021,9,H1614,10,Punctate keratitis
H1614,10,H1614,10,Punctate keratitis
36475,9,H2156,10,Pupillary abnormalities
H2156,10,H2156,10,Pupillary abnormalities
2720,9,E780,10,Pure hypercholesterolemia
E780,10,E780,10,Pure hypercholesterolemia
2721,9,E781,10,Pure hyperglyceridemia
E781,10,E781,10,Pure hyperglyceridemia
5903,9,N2885,10,Pyeloureteritis cystica
N2885,10,N2885,10,Pyeloureteritis cystica
68601,9,L88,10,Pyoderma gangrenosum
L88,10,L88,10,Pyoderma gangrenosum
31233,9,F631,10,Pyromania
F631,10,F631,10,Pyromania
0830,9,A78,10,Q fever
A78,10,A78,10,Q fever
34400,9,G8250,10,"Quadriplegia, unspecified"
G8250,10,G8250,10,"Quadriplegia, unspecified"
2871,9,D691,10,Qualitative platelet defects
D691,10,D691,10,Qualitative platelet defects
32742,9,G4752,10,REM sleep behavior disorder
G4752,10,G4752,10,REM sleep behavior disorder
071,9,A82,10,Rabies
A82,10,A82,10,Rabies
8410,9,S5343,10,Radial collateral ligament sprain
S5343,10,S5343,10,Radial collateral ligament sprain
5228,9,K048,10,Radicular cyst
K048,10,K048,10,Radicular cyst
8412,9,S5341,10,Radiohumeral (joint) sprain
S5341,10,S5341,10,Radiohumeral (joint) sprain
7821,9,R21,10,Rash and other nonspecific skin eruption
R21,10,R21,10,Rash and other nonspecific skin eruption
4430,9,I730,10,Raynaud's syndrome
I730,10,I730,10,Raynaud's syndrome
5691,9,K623,10,Rectal prolapse
K623,10,K623,10,Rectal prolapse
61804,9,N816,10,Rectocele
N816,10,N816,10,Rectocele
38332,9,H950,10,Recurrent cholesteatoma of postmastoidectomy cavity
H950,10,H950,10,Recurrent cholesteatoma of postmastoidectomy cavity
37142,9,H1883,10,Recurrent erosion of cornea
H1883,10,H1883,10,Recurrent erosion of cornea
32713,9,G4713,10,Recurrent hypersomnia
G4713,10,G4713,10,Recurrent hypersomnia
32743,9,G4753,10,Recurrent isolated sleep paralysis
G4753,10,G4753,10,Recurrent isolated sleep paralysis
36803,9,H5302,10,Refractive amblyopia
H5302,10,H5302,10,Refractive amblyopia
3563,9,G601,10,Refsum's disease
G601,10,G601,10,Refsum's disease
36721,9,H5222,10,Regular astigmatism
H5222,10,H5222,10,Regular astigmatism
0993,9,M023,10,Reiter's disease
M023,10,M023,10,Reiter's disease
0879,9,A689,10,"Relapsing fever, unspecified"
A689,10,A689,10,"Relapsing fever, unspecified"
5902,9,N151,10,Renal and perinephric abscess
N151,10,N151,10,Renal and perinephric abscess
V451,9,V451,9,Renal dialysis status
V4511,9,V451,9,Renal dialysis status
75315,9,Q614,10,Renal dysplasia
Q614,10,Q614,10,Renal dysplasia
5880,9,N250,10,Renal osteodystrophy
N250,10,N250,10,Renal osteodystrophy
587,9,N269,10,"Renal sclerosis, unspecified"
N269,10,N269,10,"Renal sclerosis, unspecified"
7296,9,M795,10,Residual foreign body in soft tissue
M795,10,M795,10,Residual foreign body in soft tissue
4559,9,K644,10,Residual hemorrhoidal skin tags
K644,10,K644,10,Residual hemorrhoidal skin tags
36524,9,H4024,10,Residual stage of angle-closure glaucoma
H4024,10,H4024,10,Residual stage of angle-closure glaucoma
7991,9,R092,10,Respiratory arrest
R092,10,R092,10,Respiratory arrest
77087,9,P2881,10,Respiratory arrest of newborn
P2881,10,P2881,10,Respiratory arrest of newborn
51634,9,J84115,10,Respiratory bronchiolitis interstitial lung disease
J84115,10,J84115,10,Respiratory bronchiolitis interstitial lung disease
5088,9,J708,10,Respiratory conditions due to other specified external agents
J708,10,J708,10,Respiratory conditions due to other specified external agents
5082,9,J705,10,Respiratory conditions due to smoke inhalation
J705,10,J705,10,Respiratory conditions due to smoke inhalation
5089,9,J709,10,Respiratory conditions due to unspecified external agent
J709,10,J709,10,Respiratory conditions due to unspecified external agent
77084,9,P285,10,Respiratory failure of newborn
P285,10,P285,10,Respiratory failure of newborn
3766,9,H055,10,Retained (old) foreign body following penetrating wound of orbit
H055,10,H055,10,Retained (old) foreign body following penetrating wound of orbit
V9031,9,Z1831,10,Retained animal quills or spines
Z1831,10,Z1831,10,Retained animal quills or spines
99741,9,K9186,10,Retained cholelithiasis following cholecystectomy
K9186,10,K9186,10,Retained cholelithiasis following cholecystectomy
5253,9,K083,10,Retained dental root
K083,10,K083,10,Retained dental root
V9001,9,Z1801,10,Retained depleted uranium fragments
Z1801,10,Z1801,10,Retained depleted uranium fragments
V9081,9,Z1881,10,Retained glass fragments
Z1881,10,Z1881,10,Retained glass fragments
V9011,9,Z1811,10,Retained magnetic metal fragments
Z1811,10,Z1811,10,Retained magnetic metal fragments
V9010,9,Z1810,10,"Retained metal fragments, unspecified"
Z1810,10,Z1810,10,"Retained metal fragments, unspecified"
V9012,9,Z1812,10,Retained nonmagnetic metal fragments
Z1812,10,Z1812,10,Retained nonmagnetic metal fragments
V902,9,Z182,10,Retained plastic fragments
Z182,10,Z182,10,Retained plastic fragments
V9083,9,Z1883,10,Retained stone or crystalline fragments
Z1883,10,Z1883,10,Retained stone or crystalline fragments
V9032,9,Z1832,10,Retained tooth
Z1832,10,Z1832,10,Retained tooth
V9033,9,Z1833,10,Retained wood fragments
Z1833,10,Z1833,10,Retained wood fragments
78820,9,R339,10,"Retention of urine, unspecified"
R339,10,R339,10,"Retention of urine, unspecified"
36283,9,H3581,10,Retinal edema
H3581,10,H3581,10,Retinal edema
36281,9,H356,10,Retinal hemorrhage
H356,10,H356,10,Retinal hemorrhage
36284,9,H3582,10,Retinal ischemia
H3582,10,H3582,10,Retinal ischemia
36218,9,H3506,10,Retinal vasculitis
H3506,10,H3506,10,Retinal vasculitis
36222,9,H3511,10,"Retinopathy of prematurity, stage 0"
H3511,10,H3511,10,"Retinopathy of prematurity, stage 0"
36223,9,H3512,10,"Retinopathy of prematurity, stage 1"
H3512,10,H3512,10,"Retinopathy of prematurity, stage 1"
36224,9,H3513,10,"Retinopathy of prematurity, stage 2"
H3513,10,H3513,10,"Retinopathy of prematurity, stage 2"
36225,9,H3514,10,"Retinopathy of prematurity, stage 3"
H3514,10,H3514,10,"Retinopathy of prematurity, stage 3"
36226,9,H3515,10,"Retinopathy of prematurity, stage 4"
H3515,10,H3515,10,"Retinopathy of prematurity, stage 4"
36227,9,H3516,10,"Retinopathy of prematurity, stage 5"
H3516,10,H3516,10,"Retinopathy of prematurity, stage 5"
36220,9,H3510,10,"Retinopathy of prematurity, unspecified"
H3510,10,H3510,10,"Retinopathy of prematurity, unspecified"
75252,9,Q5522,10,Retractile testis
Q5522,10,Q5522,10,Retractile testis
60887,9,N5314,10,Retrograde ejaculation
N5314,10,N5314,10,Retrograde ejaculation
36221,9,H3517,10,Retrolental fibroplasia
H3517,10,H3517,10,Retrolental fibroplasia
52427,9,M2624,10,Reverse articulation
M2624,10,M2624,10,Reverse articulation
33181,9,G937,10,Reye's syndrome
G937,10,G937,10,Reye's syndrome
99972,9,T80410,10,Rh incompatibility with acute hemolytic transfusion reaction
T80410,10,T80410,10,Rh incompatibility with acute hemolytic transfusion reaction
99973,9,T80411,10,Rh incompatibility with delayed hemolytic transfusion reaction
T80411,10,T80411,10,Rh incompatibility with delayed hemolytic transfusion reaction
72888,9,M6282,10,Rhabdomyolysis
M6282,10,M6282,10,Rhabdomyolysis
3951,9,I061,10,Rheumatic aortic insufficiency
I061,10,I061,10,Rheumatic aortic insufficiency
3950,9,I060,10,Rheumatic aortic stenosis
I060,10,I060,10,Rheumatic aortic stenosis
3952,9,I062,10,Rheumatic aortic stenosis with insufficiency
I062,10,I062,10,Rheumatic aortic stenosis with insufficiency
3920,9,I020,10,Rheumatic chorea with heart involvement
I020,10,I020,10,Rheumatic chorea with heart involvement
3979,9,I091,10,"Rheumatic diseases of endocardium, valve unspecified"
I091,10,I091,10,"Rheumatic diseases of endocardium, valve unspecified"
