icd_code,icd_version,long_title
T385,10,"Poisoning by, adverse effect of and underdosing of other estrogens and progestogens"
T385X,10,"Poisoning by, adverse effect of and underdosing of other estrogens and progestogens"
T474,10,"Poisoning by, adverse effect of and underdosing of other laxatives"
T474X,10,"Poisoning by, adverse effect of and underdosing of other laxatives"
T398,10,"Poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified"
T398X,10,"Poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified"
T393,10,"Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]"
T3939,10,"Poisoning by, adverse effect of and underdosing of other nonsteroidal anti-inflammatory drugs [NSAID]"
T402,10,"Poisoning by, adverse effect of and underdosing of other opioids"
T402X,10,"Poisoning by, adverse effect of and underdosing of other opioids"
T443,10,"Poisoning by, adverse effect of and underdosing of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
T443X,10,"Poisoning by, adverse effect of and underdosing of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
T441,10,"Poisoning by, adverse effect of and underdosing of other parasympathomimetics [cholinergics]"
T441X,10,"Poisoning by, adverse effect of and underdosing of other parasympathomimetics [cholinergics]"
T458,10,"Poisoning by, adverse effect of and underdosing of other primarily systemic and hematological agents"
T458X,10,"Poisoning by, adverse effect of and underdosing of other primarily systemic and hematological agents"
T438,10,"Poisoning by, adverse effect of and underdosing of other psychotropic drugs"
T438X,10,"Poisoning by, adverse effect of and underdosing of other psychotropic drugs"
T378,10,"Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics"
T378X,10,"Poisoning by, adverse effect of and underdosing of other specified systemic anti-infectives and antiparasitics"
T404,10,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics"
T4049,10,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics"
T404X,10,"Poisoning by, adverse effect of and underdosing of other synthetic narcotics"
T368,10,"Poisoning by, adverse effect of and underdosing of other systemic antibiotics"
T368X,10,"Poisoning by, adverse effect of and underdosing of other systemic antibiotics"
T498,10,"Poisoning by, adverse effect of and underdosing of other topical agents"
T498X,10,"Poisoning by, adverse effect of and underdosing of other topical agents"
T50Z,10,"Poisoning by, adverse effect of and underdosing of other vaccines and biological substances"
T50Z9,10,"Poisoning by, adverse effect of and underdosing of other vaccines and biological substances"
T496,10,"Poisoning by, adverse effect of and underdosing of otorhinolaryngological drugs and preparations"
T496X,10,"Poisoning by, adverse effect of and underdosing of otorhinolaryngological drugs and preparations"
T480,10,"Poisoning by, adverse effect of and underdosing of oxytocic drugs"
T480X,10,"Poisoning by, adverse effect of and underdosing of oxytocic drugs"
T360,10,"Poisoning by, adverse effect of and underdosing of penicillins"
T360X,10,"Poisoning by, adverse effect of and underdosing of penicillins"
T467,10,"Poisoning by, adverse effect of and underdosing of peripheral vasodilators"
T467X,10,"Poisoning by, adverse effect of and underdosing of peripheral vasodilators"
T433,10,"Poisoning by, adverse effect of and underdosing of phenothiazine antipsychotics and neuroleptics"
T433X,10,"Poisoning by, adverse effect of and underdosing of phenothiazine antipsychotics and neuroleptics"
T444,10,"Poisoning by, adverse effect of and underdosing of predominantly alpha-adrenoreceptor agonists"
T444X,10,"Poisoning by, adverse effect of and underdosing of predominantly alpha-adrenoreceptor agonists"
T445,10,"Poisoning by, adverse effect of and underdosing of predominantly beta-adrenoreceptor agonists"
T445X,10,"Poisoning by, adverse effect of and underdosing of predominantly beta-adrenoreceptor agonists"
T392,10,"Poisoning by, adverse effect of and underdosing of pyrazolone derivatives"
T392X,10,"Poisoning by, adverse effect of and underdosing of pyrazolone derivatives"
T366,10,"Poisoning by, adverse effect of and underdosing of rifampicins"
T366X,10,"Poisoning by, adverse effect of and underdosing of rifampicins"
T481,10,"Poisoning by, adverse effect of and underdosing of skeletal muscle relaxants [neuromuscular blocking agents]"
T481X,10,"Poisoning by, adverse effect of and underdosing of skeletal muscle relaxants [neuromuscular blocking agents]"
T472,10,"Poisoning by, adverse effect of and underdosing of stimulant laxatives"
T472X,10,"Poisoning by, adverse effect of and underdosing of stimulant laxatives"
T422,10,"Poisoning by, adverse effect of and underdosing of succinimides and oxazolidinediones"
T422X,10,"Poisoning by, adverse effect of and underdosing of succinimides and oxazolidinediones"
T370,10,"Poisoning by, adverse effect of and underdosing of sulfonamides"
T370X,10,"Poisoning by, adverse effect of and underdosing of sulfonamides"
T364,10,"Poisoning by, adverse effect of and underdosing of tetracyclines"
T364X,10,"Poisoning by, adverse effect of and underdosing of tetracyclines"
T415,10,"Poisoning by, adverse effect of and underdosing of therapeutic gases"
T415X,10,"Poisoning by, adverse effect of and underdosing of therapeutic gases"
T381,10,"Poisoning by, adverse effect of and underdosing of thyroid hormones and substitutes"
T381X,10,"Poisoning by, adverse effect of and underdosing of thyroid hormones and substitutes"
T452,10,"Poisoning by, adverse effect of and underdosing of vitamins"
T452X,10,"Poisoning by, adverse effect of and underdosing of vitamins"
4460,9,Polyarteritis nodosa
M300,10,Polyarteritis nodosa
2730,9,Polyclonal hypergammaglobulinemia
D890,10,Polyclonal hypergammaglobulinemia
7764,9,Polycythemia neonatorum
P611,10,Polycythemia neonatorum
2384,9,Polycythemia vera
D45,10,Polycythemia vera
7835,9,Polydipsia
R631,10,Polydipsia
2589,9,"Polyglandular dysfunction, unspecified"
E319,10,"Polyglandular dysfunction, unspecified"
725,9,Polymyalgia rheumatica
M353,10,Polymyalgia rheumatica
7104,9,Polymyositis
M332,10,Polymyositis
3577,9,Polyneuropathy due to other toxic agents
G622,10,Polyneuropathy due to other toxic agents
6210,9,Polyp of corpus uteri
N840,10,Polyp of corpus uteri
4710,9,Polyp of nasal cavity
J330,10,Polyp of nasal cavity
6237,9,Polyp of vagina
N842,10,Polyp of vagina
7836,9,Polyphagia
R632,10,Polyphagia
4711,9,Polypoid sinus degeneration
J331,10,Polypoid sinus degeneration
78842,9,Polyuria
R35,10,Polyuria
5723,9,Portal hypertension
K766,10,Portal hypertension
452,9,Portal vein thrombosis
I81,10,Portal vein thrombosis
78033,9,Post traumatic seizures
R561,10,Post traumatic seizures
52572,9,Post-osseointegration biological failure of dental implant
M2762,10,Post-osseointegration biological failure of dental implant
52573,9,Post-osseointegration mechanical failure of dental implant
M2763,10,Post-osseointegration mechanical failure of dental implant
23877,9,Post-transplant lymphoproliferative disorder (PTLD)
D47Z1,10,Post-transplant lymphoproliferative disorder (PTLD)
33920,9,"Post-traumatic headache, unspecified"
G4430,10,"Post-traumatic headache, unspecified"
78835,9,Post-void dribbling
N3943,10,Post-void dribbling
38381,9,Postauricular fistula
H7081,10,Postauricular fistula
5760,9,Postcholecystectomy syndrome
K915,10,Postcholecystectomy syndrome
71137,9,"Postdysenteric arthropathy, ankle and foot"
M0217,10,"Postdysenteric arthropathy, ankle and foot"
71134,9,"Postdysenteric arthropathy, hand"
M0214,10,"Postdysenteric arthropathy, hand"
71139,9,"Postdysenteric arthropathy, multiple sites"
M0219,10,"Postdysenteric arthropathy, multiple sites"
37113,9,Posterior corneal pigmentations
H1805,10,Posterior corneal pigmentations
37934,9,Posterior dislocation of lens
H2713,10,Posterior dislocation of lens
37907,9,Posterior scleritis
H1503,10,Posterior scleritis
52482,9,Posterior soft tissue impingement
M2682,10,Posterior soft tissue impingement
5642,9,Postgastric surgery syndromes
K911,10,Postgastric surgery syndromes
05313,9,Postherpetic polyneuropathy
B0223,10,Postherpetic polyneuropathy
05312,9,Postherpetic trigeminal neuralgia
B0222,10,Postherpetic trigeminal neuralgia
4570,9,Postmastectomy lymphedema syndrome
I972,10,Postmastectomy lymphedema syndrome
6273,9,Postmenopausal atrophic vaginitis
N952,10,Postmenopausal atrophic vaginitis
6271,9,Postmenopausal bleeding
N950,10,Postmenopausal bleeding
78491,9,Postnasal drip
R0982,10,Postnasal drip
78062,9,Postprocedural fever
R5082,10,Postprocedural fever
28741,9,Posttransfusion purpura
D6951,10,Posttransfusion purpura
78063,9,Postvaccination fever
R5083,10,Postvaccination fever
56971,9,Pouchitis
K91850,10,Pouchitis
75981,9,Prader-Willi syndrome
Q8711,10,Prader-Willi syndrome
79001,9,Precipitous drop in hematocrit
R710,10,Precipitous drop in hematocrit
78651,9,Precordial pain
R072,10,Precordial pain
36500,9,"Preglaucoma, unspecified"
H4000,10,"Preglaucoma, unspecified"
V2387,9,Pregnancy with inconclusive fetal viability
O3680,10,Pregnancy with inconclusive fetal viability
V222,9,"Pregnant state, incidental"
Z331,10,"Pregnant state, incidental"
30275,9,Premature ejaculation
F524,10,Premature ejaculation
25631,9,Premature menopause
E2831,10,Premature menopause
72665,9,Prepatellar bursitis
M704,10,Prepatellar bursitis
3674,9,Presbyopia
H524,10,Presbyopia
V452,9,Presence of cerebrospinal fluid drainage device
Z982,10,Presence of cerebrospinal fluid drainage device
Z9581,10,Presence of other cardiac implants and grafts
Z95818,10,Presence of other cardiac implants and grafts
Z9669,10,Presence of other orthopedic joint implants
Z96698,10,Presence of other orthopedic joint implants
Z968,10,Presence of other specified functional implants
Z9689,10,Presence of other specified functional implants
Z9582,10,Presence of other vascular implants and grafts
Z95828,10,Presence of other vascular implants and grafts
L898,10,Pressure ulcer of other site
L8989,10,Pressure ulcer of other site
6073,9,Priapism
N483,10,Priapism
0911,9,Primary anal syphilis
A511,10,Primary anal syphilis
36506,9,Primary angle closure without glaucoma damage
H4006,10,Primary angle closure without glaucoma damage
27781,9,Primary carnitine deficiency
E7141,10,Primary carnitine deficiency
32721,9,Primary central sleep apnea
G4731,10,Primary central sleep apnea
33983,9,Primary cough headache
G4483,10,Primary cough headache
36463,9,Primary cyst of pars plana
H2134,10,Primary cyst of pars plana
33984,9,Primary exertional headache
G4484,10,Primary exertional headache
70521,9,Primary focal hyperhidrosis
L7451,10,Primary focal hyperhidrosis
25201,9,Primary hyperparathyroidism
E210,10,Primary hyperparathyroidism
36031,9,Primary hypotony of eye
H4444,10,Primary hypotony of eye
36401,9,Primary iridocyclitis
H2001,10,Primary iridocyclitis
33524,9,Primary lateral sclerosis
G1223,10,Primary lateral sclerosis
1030,9,Primary lesions of pinta
A670,10,Primary lesions of pinta
37711,9,Primary optic atrophy
H4721,10,Primary optic atrophy
4160,9,Primary pulmonary hypertension
I270,10,Primary pulmonary hypertension
51281,9,Primary spontaneous pneumothorax
J9311,10,Primary spontaneous pneumothorax
33985,9,Primary stabbing headache
G4485,10,Primary stabbing headache
33943,9,Primary thunderclap headache
G4453,10,Primary thunderclap headache
V2641,9,Procreative counseling and advice using natural family planning
Z3161,10,Procreative counseling and advice using natural family planning
3182,9,Profound intellectual disabilities
F73,10,Profound intellectual disabilities
33522,9,Progressive bulbar palsy
G1222,10,Progressive bulbar palsy
37872,9,Progressive external ophthalmoplegia
H494,10,Progressive external ophthalmoplegia
0463,9,Progressive multifocal leukoencephalopathy
A812,10,Progressive multifocal leukoencephalopathy
6185,9,Prolapse of vaginal vault after hysterectomy
N993,10,Prolapse of vaginal vault after hysterectomy
E9280,9,Prolonged stay in weightless environment
X52,10,Prolonged stay in weightless environment
6013,9,Prostatocystitis
N413,10,Prostatocystitis
7910,9,Proteinuria
R80,10,Proteinuria
75671,9,Prune belly syndrome
Q794,10,Prune belly syndrome
6980,9,Pruritus ani
L290,10,Pruritus ani
31081,9,Pseudobulbar affect
F482,10,Pseudobulbar affect
37204,9,Pseudomembranous conjunctivitis
H1022,10,Pseudomembranous conjunctivitis
56731,9,Psoas muscle abscess
K6812,10,Psoas muscle abscess
79954,9,Psychomotor deficit
R41843,10,Psychomotor deficit
36816,9,Psychophysical visual disturbances
H5316,10,Psychophysical visual disturbances
61181,9,Ptosis of breast
N6481,10,Ptosis of breast
5162,9,Pulmonary alveolar microlithiasis
J8402,10,Pulmonary alveolar microlithiasis
0221,9,Pulmonary anthrax
A221,10,Pulmonary anthrax
1145,9,"Pulmonary coccidioidomycosis, unspecified"
B382,10,"Pulmonary coccidioidomycosis, unspecified"
5180,9,Pulmonary collapse
J981,10,Pulmonary collapse
J82,10,"Pulmonary eosinophilia, not elsewhere classified"
J828,10,"Pulmonary eosinophilia, not elsewhere classified"
51662,9,Pulmonary interstitial glycogenosis
J84842,10,Pulmonary interstitial glycogenosis
0212,9,Pulmonary tularemia
A212,10,Pulmonary tularemia
5222,9,Pulp degeneration
K042,10,Pulp degeneration
5220,9,Pulpitis
K040,10,Pulpitis
37635,9,Pulsating exophthalmos
H0526,10,Pulsating exophthalmos
37021,9,Punctate keratitis
H1614,10,Punctate keratitis
36475,9,Pupillary abnormalities
H2156,10,Pupillary abnormalities
2720,9,Pure hypercholesterolemia
E780,10,Pure hypercholesterolemia
2721,9,Pure hyperglyceridemia
E781,10,Pure hyperglyceridemia
5903,9,Pyeloureteritis cystica
N2885,10,Pyeloureteritis cystica
68601,9,Pyoderma gangrenosum
L88,10,Pyoderma gangrenosum
31233,9,Pyromania
F631,10,Pyromania
0830,9,Q fever
A78,10,Q fever
34400,9,"Quadriplegia, unspecified"
G8250,10,"Quadriplegia, unspecified"
2871,9,Qualitative platelet defects
D691,10,Qualitative platelet defects
32742,9,REM sleep behavior disorder
G4752,10,REM sleep behavior disorder
071,9,Rabies
A82,10,Rabies
8410,9,Radial collateral ligament sprain
S5343,10,Radial collateral ligament sprain
5228,9,Radicular cyst
K048,10,Radicular cyst
8412,9,Radiohumeral (joint) sprain
S5341,10,Radiohumeral (joint) sprain
7821,9,Rash and other nonspecific skin eruption
R21,10,Rash and other nonspecific skin eruption
4430,9,Raynaud's syndrome
I730,10,Raynaud's syndrome
5691,9,Rectal prolapse
K623,10,Rectal prolapse
61804,9,Rectocele
N816,10,Rectocele
38332,9,Recurrent cholesteatoma of postmastoidectomy cavity
H950,10,Recurrent cholesteatoma of postmastoidectomy cavity
37142,9,Recurrent erosion of cornea
H1883,10,Recurrent erosion of cornea
32713,9,Recurrent hypersomnia
G4713,10,Recurrent hypersomnia
32743,9,Recurrent isolated sleep paralysis
G4753,10,Recurrent isolated sleep paralysis
36803,9,Refractive amblyopia
H5302,10,Refractive amblyopia
3563,9,Refsum's disease
G601,10,Refsum's disease
36721,9,Regular astigmatism
H5222,10,Regular astigmatism
0993,9,Reiter's disease
M023,10,Reiter's disease
0879,9,"Relapsing fever, unspecified"
A689,10,"Relapsing fever, unspecified"
5902,9,Renal and perinephric abscess
N151,10,Renal and perinephric abscess
V451,9,Renal dialysis status
V4511,9,Renal dialysis status
75315,9,Renal dysplasia
Q614,10,Renal dysplasia
5880,9,Renal osteodystrophy
N250,10,Renal osteodystrophy
587,9,"Renal sclerosis, unspecified"
N269,10,"Renal sclerosis, unspecified"
7296,9,Residual foreign body in soft tissue
M795,10,Residual foreign body in soft tissue
4559,9,Residual hemorrhoidal skin tags
K644,10,Residual hemorrhoidal skin tags
36524,9,Residual stage of angle-closure glaucoma
H4024,10,Residual stage of angle-closure glaucoma
7991,9,Respiratory arrest
R092,10,Respiratory arrest
77087,9,Respiratory arrest of newborn
P2881,10,Respiratory arrest of newborn
51634,9,Respiratory bronchiolitis interstitial lung disease
J84115,10,Respiratory bronchiolitis interstitial lung disease
5088,9,Respiratory conditions due to other specified external agents
J708,10,Respiratory conditions due to other specified external agents
5082,9,Respiratory conditions due to smoke inhalation
J705,10,Respiratory conditions due to smoke inhalation
5089,9,Respiratory conditions due to unspecified external agent
J709,10,Respiratory conditions due to unspecified external agent
77084,9,Respiratory failure of newborn
P285,10,Respiratory failure of newborn
3766,9,Retained (old) foreign body following penetrating wound of orbit
H055,10,Retained (old) foreign body following penetrating wound of orbit
V9031,9,Retained animal quills or spines
Z1831,10,Retained animal quills or spines
99741,9,Retained cholelithiasis following cholecystectomy
K9186,10,Retained cholelithiasis following cholecystectomy
5253,9,Retained dental root
K083,10,Retained dental root
V9001,9,Retained depleted uranium fragments
Z1801,10,Retained depleted uranium fragments
V9081,9,Retained glass fragments
Z1881,10,Retained glass fragments
V9011,9,Retained magnetic metal fragments
Z1811,10,Retained magnetic metal fragments
V9010,9,"Retained metal fragments, unspecified"
Z1810,10,"Retained metal fragments, unspecified"
V9012,9,Retained nonmagnetic metal fragments
Z1812,10,Retained nonmagnetic metal fragments
V902,9,Retained plastic fragments
Z182,10,Retained plastic fragments
V9083,9,Retained stone or crystalline fragments
Z1883,10,Retained stone or crystalline fragments
V9032,9,Retained tooth
Z1832,10,Retained tooth
V9033,9,Retained wood fragments
Z1833,10,Retained wood fragments
78820,9,"Retention of urine, unspecified"
R339,10,"Retention of urine, unspecified"
36283,9,Retinal edema
H3581,10,Retinal edema
36281,9,Retinal hemorrhage
H356,10,Retinal hemorrhage
36284,9,Retinal ischemia
H3582,10,Retinal ischemia
36218,9,Retinal vasculitis
H3506,10,Retinal vasculitis
36222,9,"Retinopathy of prematurity, stage 0"
H3511,10,"Retinopathy of prematurity, stage 0"
36223,9,"Retinopathy of prematurity, stage 1"
H3512,10,"Retinopathy of prematurity, stage 1"
36224,9,"Retinopathy of prematurity, stage 2"
H3513,10,"Retinopathy of prematurity, stage 2"
36225,9,"Retinopathy of prematurity, stage 3"
H3514,10,"Retinopathy of prematurity, stage 3"
36226,9,"Retinopathy of prematurity, stage 4"
H3515,10,"Retinopathy of prematurity, stage 4"
36227,9,"Retinopathy of prematurity, stage 5"
H3516,10,"Retinopathy of prematurity, stage 5"
36220,9,"Retinopathy of prematurity, unspecified"
H3510,10,"Retinopathy of prematurity, unspecified"
75252,9,Retractile testis
Q5522,10,Retractile testis
60887,9,Retrograde ejaculation
N5314,10,Retrograde ejaculation
36221,9,Retrolental fibroplasia
H3517,10,Retrolental fibroplasia
52427,9,Reverse articulation
M2624,10,Reverse articulation
33181,9,Reye's syndrome
G937,10,Reye's syndrome
99972,9,Rh incompatibility with acute hemolytic transfusion reaction
T80410,10,Rh incompatibility with acute hemolytic transfusion reaction
99973,9,Rh incompatibility with delayed hemolytic transfusion reaction
T80411,10,Rh incompatibility with delayed hemolytic transfusion reaction
72888,9,Rhabdomyolysis
M6282,10,Rhabdomyolysis
3951,9,Rheumatic aortic insufficiency
I061,10,Rheumatic aortic insufficiency
3950,9,Rheumatic aortic stenosis
I060,10,Rheumatic aortic stenosis
3952,9,Rheumatic aortic stenosis with insufficiency
I062,10,Rheumatic aortic stenosis with insufficiency
3920,9,Rheumatic chorea with heart involvement
I020,10,Rheumatic chorea with heart involvement
3979,9,"Rheumatic diseases of endocardium, valve unspecified"
I091,10,"Rheumatic diseases of endocardium, valve unspecified"
39890,9,"Rheumatic heart disease, unspecified"
I099,10,"Rheumatic heart disease, unspecified"
3941,9,Rheumatic mitral insufficiency
I051,10,Rheumatic mitral insufficiency
3980,9,Rheumatic myocarditis
I090,10,Rheumatic myocarditis
1170,9,Rhinosporidiosis
B481,10,Rhinosporidiosis
2680,9,"Rickets, active"
E550,10,"Rickets, active"
0839,9,"Rickettsiosis, unspecified"
A799,10,"Rickettsiosis, unspecified"
37002,9,Ring corneal ulcer
H1602,10,Ring corneal ulcer
37915,9,Ring staphyloma
H1585,10,Ring staphyloma
6953,9,Rosacea
L71,10,Rosacea
37231,9,Rosacea conjunctivitis
H1082,10,Rosacea conjunctivitis
36131,9,Round hole of retina without detachment
H3332,10,Round hole of retina without detachment
H1833,10,Rupture in Descemet's membrane
37133,9,Rupture in descemet's membrane
4472,9,Rupture of artery
I772,10,Rupture of artery
7202,9,"Sacroiliitis, not elsewhere classified"
M461,10,"Sacroiliitis, not elsewhere classified"
44401,9,Saddle embolus of abdominal aorta
I7401,10,Saddle embolus of abdominal aorta
00323,9,Salmonella arthritis
A0223,10,Salmonella arthritis
0039,9,"Salmonella infection, unspecified"
A029,10,"Salmonella infection, unspecified"
00321,9,Salmonella meningitis
A0221,10,Salmonella meningitis
00324,9,Salmonella osteomyelitis
A0224,10,Salmonella osteomyelitis
00322,9,Salmonella pneumonia
A0222,10,Salmonella pneumonia
N709,10,"Salpingitis and oophoritis, unspecified"
N7093,10,"Salpingitis and oophoritis, unspecified"
135,9,Sarcoidosis
D86,10,Sarcoidosis
D868,10,Sarcoidosis of other sites
D8689,10,Sarcoidosis of other sites
79677,9,Satisfactory anal smear but lacking transformation zone
R85616,10,Satisfactory anal smear but lacking transformation zone
79507,9,Satisfactory cervical smear but lacking transformation zone
R87616,10,Satisfactory cervical smear but lacking transformation zone
1330,9,Scabies
B86,10,Scabies
7092,9,Scar conditions and fibrosis of skin
L905,10,Scar conditions and fibrosis of skin
0341,9,Scarlet fever
A38,10,Scarlet fever
37264,9,Scarring of conjunctiva
H1124,10,Scarring of conjunctiva
B652,10,Schistosomiasis due to Schistosoma japonicum
1202,9,Schistosomiasis due to schistosoma japonicum
1209,9,"Schistosomiasis, unspecified"
B659,10,"Schistosomiasis, unspecified"
29570,9,"Schizoaffective disorder, unspecified"
F259,10,"Schizoaffective disorder, unspecified"
72232,9,"Schmorl's nodes, lumbar region"
M5146,10,"Schmorl's nodes, lumbar region"
72231,9,"Schmorl's nodes, thoracic region"
M5144,10,"Schmorl's nodes, thoracic region"
23773,9,Schwannomatosis
Q8503,10,Schwannomatosis
7243,9,Sciatica
M543,10,Sciatica
37911,9,Scleral ectasia
H1584,10,Scleral ectasia
7781,9,Sclerema neonatorum
P830,10,Sclerema neonatorum
37905,9,Scleritis with corneal involvement
H1504,10,Scleritis with corneal involvement
37904,9,Scleromalacia perforans
H1505,10,Scleromalacia perforans
37054,9,Sclerosing keratitis
H1633,10,Sclerosing keratitis
56782,9,Sclerosing mesenteritis
K654,10,Sclerosing mesenteritis
36841,9,Scotoma involving central area
H5341,10,Scotoma involving central area
36842,9,Scotoma of blind spot area
H5342,10,Scotoma of blind spot area
75281,9,Scrotal transposition
Q5523,10,Scrotal transposition
4564,9,Scrotal varices
I861,10,Scrotal varices
05912,9,Sealpox
B0862,10,Sealpox
7062,9,Sebaceous cyst
L723,10,Sebaceous cyst
69011,9,Seborrhea capitis
L210,10,Seborrhea capitis
69010,9,"Seborrheic dermatitis, unspecified"
L219,10,"Seborrheic dermatitis, unspecified"
69012,9,Seborrheic infantile dermatitis
L211,10,Seborrheic infantile dermatitis
20975,9,Secondary Merkel cell carcinoma
C7B1,10,Secondary Merkel cell carcinoma
1962,9,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
C772,10,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
1966,9,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
C775,10,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
1961,9,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
C771,10,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
37122,9,Secondary corneal edema
H1823,10,Secondary corneal edema
70522,9,Secondary focal hyperhidrosis
L7452,10,Secondary focal hyperhidrosis
1987,9,Secondary malignant neoplasm of adrenal gland
C797,10,Secondary malignant neoplasm of adrenal gland
1985,9,Secondary malignant neoplasm of bone and bone marrow
C795,10,Secondary malignant neoplasm of bone and bone marrow
19881,9,Secondary malignant neoplasm of breast
C7981,10,Secondary malignant neoplasm of breast
19882,9,Secondary malignant neoplasm of genital organs
C7982,10,Secondary malignant neoplasm of genital organs
1975,9,Secondary malignant neoplasm of large intestine and rectum
C785,10,Secondary malignant neoplasm of large intestine and rectum
1970,9,Secondary malignant neoplasm of lung
C780,10,Secondary malignant neoplasm of lung
1971,9,Secondary malignant neoplasm of mediastinum
C781,10,Secondary malignant neoplasm of mediastinum
1984,9,Secondary malignant neoplasm of other parts of nervous system
C7949,10,Secondary malignant neoplasm of other parts of nervous system
1973,9,Secondary malignant neoplasm of other respiratory organs
C7839,10,Secondary malignant neoplasm of other respiratory organs
19889,9,Secondary malignant neoplasm of other specified sites
C798,10,Secondary malignant neoplasm of other specified sites
C7989,10,Secondary malignant neoplasm of other specified sites
1981,9,Secondary malignant neoplasm of other urinary organs
C7919,10,Secondary malignant neoplasm of other urinary organs
1986,9,Secondary malignant neoplasm of ovary
C796,10,Secondary malignant neoplasm of ovary
1972,9,Secondary malignant neoplasm of pleura
C782,10,Secondary malignant neoplasm of pleura
1976,9,Secondary malignant neoplasm of retroperitoneum and peritoneum
C786,10,Secondary malignant neoplasm of retroperitoneum and peritoneum
1982,9,Secondary malignant neoplasm of skin
C792,10,Secondary malignant neoplasm of skin
3321,9,Secondary parkinsonism
G21,10,Secondary parkinsonism
36265,9,Secondary pigmentary degeneration
H3545,10,Secondary pigmentary degeneration
51282,9,Secondary spontaneous pneumothorax
J9312,10,Secondary spontaneous pneumothorax
09162,9,Secondary syphilitic hepatitis
A5145,10,Secondary syphilitic hepatitis
2874,9,Secondary thrombocytopenia
D695,10,Secondary thrombocytopenia
30543,9,"Sedative, hypnotic or anxiolytic abuse, in remission"
F1311,10,"Sedative, hypnotic or anxiolytic abuse, in remission"
30413,9,"Sedative, hypnotic or anxiolytic dependence, in remission"
F1321,10,"Sedative, hypnotic or anxiolytic dependence, in remission"
31323,9,Selective mutism
F940,10,Selective mutism
38918,9,"Sensorineural hearing loss, bilateral"
H903,10,"Sensorineural hearing loss, bilateral"
449,9,Septic arterial embolism
I76,10,Septic arterial embolism
0202,9,Septicemic plague
A207,10,Septicemic plague
36371,9,Serous choroidal detachment
H3142,10,Serous choroidal detachment
37201,9,"Serous conjunctivitis, except viral"
H1023,10,"Serous conjunctivitis, except viral"
36242,9,Serous detachment of retinal pigment epithelium
H3572,10,Serous detachment of retinal pigment epithelium
3612,9,Serous retinal detachment
H332,10,Serous retinal detachment
52523,9,Severe atrophy of the mandible
K0823,10,Severe atrophy of the mandible
52526,9,Severe atrophy of the maxilla
K0826,10,Severe atrophy of the maxilla
3181,9,Severe intellectual disabilities
F72,10,Severe intellectual disabilities
99592,9,Severe sepsis
R652,10,Severe sepsis
30283,9,Sexual masochism
F6551,10,Sexual masochism
30284,9,Sexual sadism
F6552,10,Sexual sadism
2973,9,Shared psychotic disorder
F24,10,Shared psychotic disorder
0049,9,"Shigellosis, unspecified"
A039,10,"Shigellosis, unspecified"
78550,9,"Shock, unspecified"
R579,10,"Shock, unspecified"
78605,9,Shortness of breath
R0602,10,Shortness of breath
5272,9,Sialoadenitis
K112,10,Sialoadenitis
5275,9,Sialolithiasis
K115,10,Sialolithiasis
28241,9,Sickle-cell thalassemia without crisis
D5740,10,Sickle-cell thalassemia without crisis
D5741,10,"Sickle-cell thalassemia, unspecified, with crisis"
D57419,10,"Sickle-cell thalassemia, unspecified, with crisis"
2825,9,Sickle-cell trait
D573,10,Sickle-cell trait
28264,9,Sickle-cell/Hb-C disease with crisis
D5721,10,Sickle-cell/Hb-C disease with crisis
28263,9,Sickle-cell/Hb-C disease without crisis
D5720,10,Sickle-cell/Hb-C disease without crisis
4910,9,Simple chronic bronchitis
J410,10,Simple chronic bronchitis
37211,9,Simple chronic conjunctivitis
H1042,10,Simple chronic conjunctivitis
36832,9,Simultaneous visual perception without fusion
H5333,10,Simultaneous visual perception without fusion
7593,9,Situs inversus
Q893,10,Situs inversus
32753,9,Sleep related bruxism
G4763,10,Sleep related bruxism
32752,9,Sleep related leg cramps
G4762,10,Sleep related leg cramps
56401,9,Slow transit constipation
K5901,10,Slow transit constipation
5899,9,"Small kidney, unspecified"
N279,10,"Small kidney, unspecified"
36651,9,Soemmering's ring
H2641,10,Soemmering's ring
36331,9,Solar retinopathy
H3102,10,Solar retinopathy
73321,9,Solitary bone cyst
M854,10,Solitary bone cyst
6100,9,Solitary cyst of breast
N600,10,Solitary cyst of breast
79311,9,Solitary pulmonary nodule
R911,10,Solitary pulmonary nodule
30081,9,Somatization disorder
F450,10,Somatization disorder
36753,9,Spasm of accommodation
H5253,10,Spasm of accommodation
5765,9,Spasm of sphincter of Oddi
K834,10,Spasm of sphincter of Oddi
33383,9,Spasmodic torticollis
