icd_full,hadm_freq
9-40509,1
9-85239,1
10-G549,1
10-B608,1
9-66822,1
10-E643,1
10-H05021,1
9-45181,1
10-L1081,1
10-M19029,1
10-S43422S,1
10-M66862,1
10-X780XXD,1
10-S40012D,1
10-S40819D,1
10-S40211D,1
10-S20319D,1
10-S65591A,1
10-M9060,1
10-E550,1
9-71936,1
10-S82202G,1
9-94215,1
10-L493,1
10-Z203,1
10-S92919D,1
10-A210,1
9-3859,1
10-S60942A,1
10-S60943A,1
10-M438X5,1
10-B469,1
10-V00222A,1
9-23339,1
10-S61531A,1
10-H53481,1
10-S0512XD,1
10-S81841A,1
10-T63691A,1
10-H18509,1
10-S72091S,1
10-R4581,1
9-94120,1
10-S83004A,1
10-H47329,1
10-M66841,1
10-S3098XA,1
10-S3095XA,1
10-M24842,1
10-T65811A,1
10-O6982X3,1
10-M62441,1
10-M24422,1
10-D1602,1
10-A1810,1
10-A1811,1
10-M9911,1
10-T520X2A,1
10-S46011D,1
10-S92511B,1
10-H6520,1
10-M10049,1
10-S36408A,1
10-T24032A,1
10-T24002D,1
9-33903,1
10-N35914,1
10-M86631,1
10-Q179,1
10-N39492,1
10-T426X2D,1
10-Z1329,1
10-O0480,1
10-S42335A,1
10-T82213A,1
10-M84361D,1
10-Q667,1
10-Q661,1
10-H16211,1
10-H02231,1
10-S36239A,1
10-S88111S,1
9-5891,1
10-H60552,1
10-S62617G,1
10-S62607D,1
10-G5640,1
10-S24102D,1
10-S32120A,1
9-73733,1
9-80336,1
10-B403,1
10-T50B95S,1
10-I70734,1
10-S82251P,1
9-36582,1
10-Q202,1
9-95206,1
10-T381X6D,1
10-T1491XS,1
10-T3996XA,1
9-7558,1
10-S82251K,1
10-C3430,1
10-H35413,1
10-S56425A,1
10-S56427A,1
10-S43211A,1
10-S43212A,1
10-S59101A,1
10-T82398D,1
10-S06362A,1
9-E9622,1
9-9875,1
10-L97324,1
10-T38815A,1
10-F15988,1
9-36042,1
9-28733,1
10-Z2913,1
10-I39,1
10-F14180,1
9-V135,1
10-Z87430,1
10-K2281,1
10-T1511XA,1
9-7461,1
10-S81842A,1
9-37302,1
10-M88859,1
10-M88862,1
10-I69852,1
9-E8127,1
10-V0200XA,1
10-S1096XA,1
10-M8008XG,1
10-L139,1
10-S0921XD,1
10-H02419,1
10-T56891S,1
10-S93121A,1
10-H5053,1
10-W230XXD,1
10-M92502,1
10-S82292M,1
9-E9282,1
10-J953,1
10-C7A091,1
10-S82402H,1
10-S82872H,1
10-Q792,1
10-M84561D,1
10-B391,1
10-S064X9S,1
9-81112,1
10-Y991,1
10-M71052,1
10-S27893A,1
10-H02831,1
10-H02834,1
10-S12450D,1
10-Y92042,1
10-M24351,1
10-H11432,1
10-S02671B,1
10-H402224,1
10-H402214,1
10-C7A011,1
9-3734,1
10-H47021,1
10-H0019,1
10-L02433,1
9-4722,1
10-H90A21,1
10-T84621D,1
10-T8481XD,1
10-S27491A,1
9-56739,1
10-S43431S,1
10-S56126A,1
9-86341,1
10-S61225A,1
10-M539,1
10-S32010S,1
10-M84754A,1
9-37332,1
9-6115,1
10-I63529,1
10-T24701A,1
10-S82892B,1
10-S43312A,1
10-K5530,1
9-09837,1
10-M5408,1
10-S8402XA,1
10-C9242,1
10-T401X2S,1
10-S32049B,1
10-M02341,1
10-M02342,1
10-S22032A,1
10-X000XXA,1
10-S72355A,1
10-S20219S,1
10-T543X4A,1
10-H04311,1
9-30253,1
9-34622,1
9-94126,1
10-L89511,1
10-F16988,1
9-20913,1
10-C8523,1
10-S62317B,1
10-S62315B,1
10-S62313B,1
10-S62311B,1
10-O6013X2,1
10-O6013X1,1
10-T81595A,1
9-80436,1
10-H66001,1
10-S32391D,1
10-S72351D,1
10-S0000XD,1
10-M9261,1
10-S6982XD,1
10-S90819A,1
10-M21279,1
10-T24792A,1
10-T24731D,1
10-T24732D,1
9-38013,1
10-T24791D,1
10-T24792D,1
10-T551X2D,1
9-5794,1
10-T85618D,1
10-V0302XA,1
10-T65894A,1
10-A753,1
9-67311,1
10-M6218,1
10-S34101S,1
9-80332,1
10-D57412,1
10-S52022G,1
10-T84122D,1
10-S62021K,1
10-S82191K,1
10-S63001A,1
10-T8144XD,1
9-V789,1
10-S0030XA,1
10-B2719,1
9-36060,1
10-V8692XS,1
10-D101,1
10-N5235,1
10-L081,1
10-H7422,1
10-S39848D,1
10-S60362A,1
10-S24151S,1
9-74869,1
10-S50912A,1
10-T81719A,1
9-37005,1
10-S0991XA,1
10-F16151,1
9-9770,1
10-H8143,1
9-E9221,1
10-S52511B,1
10-N067,1
10-M26213,1
10-S3769XA,1
10-T43593A,1
10-N763,1
10-Y35099A,1
10-T2005XS,1
10-Y35001S,1
9-37723,1
10-H279,1
10-D440,1
9-01804,1
10-S86922A,1
10-S86921A,1
10-S8255XB,1
10-H21563,1
10-D039,1
10-K060,1
10-S14158A,1
10-S62304K,1
10-O10312,1
10-S62035A,1
10-F15180,1
9-85256,1
10-S31645A,1
9-59652,1
10-M4030,1
10-C512,1
9-71654,1
10-M88819,1
10-S91322A,1
10-I69864,1
10-S59001A,1
10-S52001B,1
10-S52131B,1
10-V853XXA,1
10-S91001D,1
10-M21261,1
10-S98142A,1
9-80134,1
10-H5442A5,1
10-V00838A,1
10-T447X5S,1
9-75553,1
10-B471,1
9-V4982,1
10-S36428A,1
10-M9420,1
10-M07631,1
10-M85412,1
10-V581XXA,1
9-20036,1
9-20035,1
10-T23211D,1
10-W899XXA,1
10-W92XXXA,1
10-L564,1
10-H31092,1
10-W2189XS,1
10-V00322A,1
10-B421,1
9-01354,1
10-H25049,1
9-09850,1
10-M25359,1
10-M25772,1
10-H35729,1
10-S45911A,1
9-01504,1
9-01502,1
10-Q606,1
10-S62015A,1
10-I70545,1
10-V2909XA,1
10-T398X6A,1
10-S63695A,1
9-5221,1
10-H20023,1
10-T69029A,1
10-X18XXXA,1
10-T25331A,1
10-Z83518,1
10-H463,1
10-M7040,1
10-S12111D,1
10-S1202XD,1
10-B839,1
10-S36222A,1
10-V571XXA,1
10-V0929XS,1
9-94502,1
9-0029,1
10-O368332,1
10-O368932,1
10-S32454A,1
10-S01532A,1
10-S52022D,1
10-T82858S,1
9-71214,1
10-V00221A,1
10-S66113A,1
10-S86812D,1
10-Y9312,1
10-H33199,1
10-O3111X0,1
9-2310,1
10-S338XXA,1
10-S93699A,1
10-C91Z1,1
10-S72141P,1
10-V509XXA,1
10-S63281A,1
10-S3216XA,1
9-47871,1
10-S62341A,1
9-37487,1
10-S30815A,1
10-S12100K,1
10-V4363XA,1
9-E8764,1
9-36321,1
9-1254,1
10-M00869,1
10-S82031B,1
10-S02612B,1
9-V812,1
10-Z30431,1
10-T84117D,1
9-E9104,1
9-71100,1
10-S82112B,1
10-S92331G,1
10-S92311G,1
10-Q669,1
10-H53039,1
10-M9068,1
10-T426X4A,1
10-G7120,1
10-H02235,1
9-05442,1
10-O2201,1
10-O2221,1
10-Q666,1
9-5162,1
9-29603,1
10-J84848,1
10-G461,1
10-Z1631,1
9-20027,1
10-S12400G,1
9-94212,1
9-E8760,1
10-L0502,1
10-S50861A,1
10-M2689,1
10-S79921A,1
10-A1832,1
9-83940,1
10-H18421,1
10-M66262,1
10-H50011,1
10-G239,1
10-D2370,1
9-V6102,1
9-65993,1
9-36453,1
10-O9A412,1
10-S66315A,1
10-S61315A,1
9-36402,1
10-T394X5D,1
9-8961,1
10-S2190XA,1
10-H31011,1
10-D8943,1
9-9117,1
10-F40248,1
10-S62346A,1
10-S42412D,1
10-S22088D,1
10-S72452S,1
10-S48121A,1
10-T2104XD,1
10-V4342XA,1
9-36831,1
10-O43222,1
10-O360910,1
9-2161,1
10-W2203XD,1
10-M4320,1
10-E368,1
10-H34822,1
10-V814XXD,1
10-M84662K,1
9-3980,1
9-V437,1
10-R8789,1
10-S8292XS,1
10-H33012,1
9-V242,1
9-36405,1
10-S56901A,1
10-S5491XA,1
10-T84111A,1
10-S42252P,1
10-Q672,1
10-I70702,1
10-I70738,1
10-S46311A,1
10-S14111A,1
10-I70593,1
10-L97804,1
10-S0183XA,1
10-V139XXA,1
10-S62241A,1
10-L02434,1
10-S82409A,1
9-24971,1
10-M80011A,1
10-B9623,1
10-S12000S,1
10-S61532A,1
9-0040,1
10-V4910XA,1
10-S68711A,1
10-M65321,1
10-M84451P,1
10-G520,1
10-S63501D,1
9-3020,1
10-O8813,1
9-65883,1
10-V3900XA,1
10-M88861,1
10-H27111,1
10-S82302S,1
10-S3994XS,1
10-R6251,1
10-L919,1
10-M65241,1
10-N734,1
10-T400X6A,1
10-M7158,1
10-V239XXA,1
10-S9422XA,1
10-M19121,1
9-37245,1
10-A240,1
10-I70661,1
10-S85102A,1
10-S85202A,1
10-S42441B,1
10-S42431B,1
10-Q9382,1
10-T8130XD,1
10-Q218,1
9-29013,1
10-M86619,1
10-S15392A,1
9-9049,1
10-L506,1
10-O6982X1,1
10-S32399D,1
10-T1512XA,1
10-L89201,1
10-H9102,1
10-S37069A,1
9-9699,1
10-S42421D,1
9-9945,1
9-94402,1
9-9171,1
10-T830,1
10-F19122,1
10-F15122,1
10-T84622D,1
10-E103319,1
10-Z022,1
10-S46211S,1
10-R402441,1
10-O0000,1
10-V480XXD,1
10-V5900XA,1
9-E856,1
10-H26112,1
10-S89302D,1
10-S89102D,1
9-8960,1
10-S82202C,1
9-63621,1
9-85126,1
10-S82451M,1
10-S82251M,1
10-V475XXS,1
10-S14156D,1
10-V4988XS,1
10-V890XXS,1
10-T382X1A,1
10-T394X1A,1
10-S02631A,1
10-S061X0D,1
9-76382,1
9-37752,1
10-S62291B,1
9-V8904,1
10-M90531,1
9-85216,1
9-E8228,1
10-G40A11,1
10-T8133XD,1
9-94331,1
10-S32041G,1
10-S82035D,1
10-S59802A,1
9-74405,1
10-T2102XS,1
10-S52271B,1
10-H04002,1
10-H1852,1
10-S62342A,1
10-M87819,1
10-S52132K,1
10-H8092,1
10-H401322,1
10-H401313,1
10-H4320,1
10-Z129,1
10-C8109,1
10-T8384XD,1
10-T83012A,1
10-S36031D,1
10-S36532A,1
10-T8361XD,1
9-E8642,1
10-D530,1
10-D038,1
10-S62021A,1
10-T24611A,1
10-Q5279,1
10-N914,1
10-S72411K,1
10-M62569,1
10-S41002D,1
10-H6503,1
9-V460,1
10-R82992,1
10-M25342,1
10-S61112A,1
10-H748X3,1
10-I83004,1
10-H16121,1
9-32725,1
10-Q205,1
10-Z9629,1
10-S92302D,1
10-Z52001,1
10-S0231XG,1
10-L702,1
10-M60070,1
10-M25172,1
10-L97323,1
10-D800,1
10-Q6650,1
10-L4052,1
9-94221,1
10-E103559,1
9-80362,1
10-E290,1
10-S92215B,1
10-M84671P,1
10-C061,1
9-31223,1
10-S31641A,1
10-S61001A,1
10-O458X2,1
9-20252,1
10-O3133X1,1
9-37405,1
10-A545,1
9-4911,1
10-H59091,1
10-H05401,1
10-H04032,1
10-E001,1
10-S92115B,1
10-S82292C,1
10-Z755,1
10-O368230,1
9-65510,1
9-65960,1
9-86380,1
9-6964,1
10-T3390XA,1
10-M84375D,1
10-V856XXA,1
10-V0499XA,1
10-V0499XD,1
10-W5301XD,1
10-S91351D,1
10-C50419,1
9-37952,1
10-M84751A,1
9-9158,1
10-T656X1S,1
10-Z046,1
9-8271,1
10-O169,1
9-V559,1
10-M13839,1
10-L03021,1
10-T4391XA,1
10-S52002B,1
10-J4542,1
10-S3511XA,1
10-S8782XS,1
9-E9311,1
10-W3302XA,1
10-J0101,1
10-C8259,1
10-Z3041,1
9-9579,1
10-D1610,1
9-37647,1
10-E68,1
10-M84376D,1
10-G44301,1
10-G43711,1
10-O43891,1
10-O2631,1
10-O2633,1
10-S66525A,1
10-S66523A,1
10-S66521A,1
10-S62305B,1
10-S62301B,1
10-F1917,1
9-33941,1
9-78936,1
10-E103411,1
9-29636,1
10-V225XXA,1
10-T8039XA,1
10-S63074A,1
10-H16232,1
10-H18592,1
10-S92353A,1
10-M87274,1
9-1483,1
10-S32485B,1
10-G5770,1
9-E9434,1
10-S42351D,1
9-E9232,1
9-V2549,1
10-T8582XA,1
9-32736,1
10-Z891,1
10-J842,1
10-S8492XS,1
10-T82310D,1
10-T85730S,1
10-S82241D,1
10-S82441D,1
10-S2249XG,1
9-E8352,1
10-T1592XA,1
10-M87371,1
10-T192XXD,1
10-Y92191,1
9-37831,1
10-M25674,1
10-M25675,1
9-80142,1
10-H15003,1
10-R311,1
10-S82291C,1
10-H1030,1
10-S42445A,1
9-1498,1
10-A1859,1
10-A1854,1
9-E9472,1
9-20923,1
10-S144XXA,1
10-S72391P,1
10-G651,1
10-S63022A,1
10-Q763,1
10-L632,1
10-M2032,1
10-S99822A,1
9-00844,1
10-O4590,1
9-0990,1
10-M20039,1
10-S0104XA,1
10-H57059,1
10-S63210A,1
10-S80219A,1
10-S0085XA,1
10-T445X1A,1
10-W001XXD,1
9-20722,1
9-80065,1
10-T719XXA,1
10-T82520A,1
10-T84490A,1
10-C8196,1
9-20085,1
10-M84551K,1
10-N4403,1
9-80313,1
10-L816,1
9-V2621,1
10-M65822,1
9-80662,1
9-E896,1
10-L97815,1
10-L97225,1
9-75525,1
10-M965,1
10-H50311,1
10-V8639XA,1
10-S42152A,1
10-S24101S,1
9-7702,1
9-4250,1
10-T361X5S,1
10-S1981XS,1
10-S36021D,1
10-H18899,1
10-S2500XS,1
9-1876,1
10-S92152B,1
10-T404X6A,1
10-T33832A,1
10-S8992XD,1
10-T86850,1
10-S42115B,1
10-B3322,1
10-F15182,1
10-S14123S,1
10-S14129S,1
10-M1A3320,1
10-H7440,1
10-D075,1
9-20108,1
10-H15013,1
10-H8192,1
9-1878,1
10-T24412A,1
10-I70341,1
9-73606,1
10-O3121X1,1
10-D5702,1
9-62401,1
9-36330,1
9-42681,1
10-H02233,1
10-T382X2A,1
10-S82872Q,1
10-M10279,1
9-1145,1
9-1149,1
10-S72492S,1
10-S81821A,1
10-S91022A,1
10-S91125A,1
10-S42021B,1
10-T511X2A,1
10-T496X2A,1
10-F1394,1
9-52103,1
9-86346,1
10-C50519,1
10-T5812XA,1
10-V8661XA,1
10-T65291A,1
9-85210,1
10-R431,1
10-H401420,1
10-S50311D,1
9-8270,1
10-M8080XD,1
10-M25052,1
9-E8313,1
9-28245,1
9-65623,1
9-E8290,1
10-S32001D,1
10-S62646A,1
10-S32471A,1
10-T3302XA,1
10-S82841P,1
10-O9822,1
10-V2949XS,1
10-O98613,1
10-K145,1
10-V9223XA,1
9-3882,1
9-31321,1
10-S39003A,1
9-65371,1
10-S56002A,1
9-V2542,1
10-G2569,1
10-Q753,1
10-H401423,1
10-S51031A,1
10-H0288A,1
10-H0288B,1
9-6910,1
9-0910,1
10-V245XXA,1
10-S32301B,1
10-T22052S,1
10-T56894A,1
10-S31829D,1
9-71118,1
9-67633,1
10-N8182,1
10-S335XXD,1
10-S73005S,1
10-M89363,1
10-S61300A,1
10-S42332B,1
10-Z049,1
10-S91052A,1
10-S14114D,1
10-Y35023A,1
10-S15302A,1
10-S15002A,1
10-F19220,1
9-86613,1
10-S56821A,1
9-7351,1
10-T460X1A,1
10-W050XXS,1
9-01722,1
10-N35816,1
10-N35112,1
10-T25122A,1
10-F3175,1
10-T48995A,1
10-V193XXD,1
9-80046,1
10-I69132,1
10-R402430,1
9-55202,1
10-V579XXA,1
10-T364X5D,1
10-S37828D,1
10-T8389XD,1
10-K08429,1
9-8412,1
10-V100XXA,1
10-O2611,1
10-E8419,1
10-S72492C,1
10-S66891A,1
10-S06346A,1
10-S06356A,1
9-30532,1
10-M1A4721,1
10-M65839,1
10-H2701,1
9-4952,1
10-S73191S,1
9-V660,1
10-S303XXA,1
10-S91101D,1
10-S91102D,1
10-S96811D,1
10-H33022,1
9-2400,1
10-S01451A,1
10-Z3491,1
9-09886,1
9-72282,1
9-80050,1
10-S42002K,1
10-S3739XD,1
10-M7580,1
10-V582XXA,1
10-T23472D,1
10-L97802,1
9-2307,1
10-S43121A,1
10-T503X5D,1
10-Q7022,1
10-S63630A,1
10-S75022A,1
10-Y382X2S,1
9-90302,1
9-63421,1
10-I63119,1
10-V2981XA,1
10-S70219A,1
10-H5040,1
10-O99810,1
10-S4991XS,1
10-S4992XS,1
10-S82001K,1
10-S0180XD,1
10-T472X6A,1
10-Z6222,1
9-E9972,1
10-A492,1
10-V785XXA,1
9-488,1
10-M87176,1
10-T445X6A,1
10-S99921S,1
10-S92325B,1
9-9564,1
10-H2640,1
9-67191,1
10-S92251K,1
10-S81021A,1
9-71833,1
9-45931,1
10-T43696A,1
9-E8314,1
9-E9100,1
9-E8184,1
10-T45514A,1
10-S86211A,1
9-2579,1
9-31502,1
9-7617,1
10-M84559G,1
10-S42222D,1
9-E0051,1
9-6204,1
10-S63601A,1
9-20924,1
10-S098XXS,1
10-M71571,1
10-S8332XA,1
9-80859,1
10-T40604A,1
10-N99533,1
10-T17900D,1
9-4566,1
9-4252,1
9-73742,1
10-S56911A,1
10-S56811A,1
10-S0263XA,1
10-M26212,1
10-I82A13,1
10-L89133,1
10-O99280,1
10-O00111,1
10-S2329XA,1
10-S62397B,1
10-T8183XS,1
9-E8688,1
10-M66811,1
10-N5233,1
10-C50821,1
10-S0011XD,1
10-O09819,1
10-D4861,1
10-S92421D,1
10-S92401D,1
10-T387X5S,1
10-N883,1
10-T50915S,1
9-92721,1
10-E009,1
10-V189XXA,1
10-C091,1
10-T85898S,1
9-7786,1
10-T81505A,1
10-M948X6,1
10-L669,1
9-46421,1
10-M13132,1
10-K05323,1
10-H70092,1
10-T562X1A,1
10-Q6419,1
10-Q5001,1
10-C8209,1
9-V4614,1
10-Q6470,1
10-S92235A,1
9-6187,1
9-E8186,1
9-80316,1
10-S40021D,1
10-V8666XA,1
10-S32021D,1
10-S52102D,1
10-S2222XD,1
10-H8390,1
10-Z4800,1
9-80024,1
10-H02536,1
10-S42415A,1
10-M62011,1
10-M62012,1
10-V80010D,1
10-T8583XA,1
10-C9012,1
9-83815,1
10-E0952,1
9-17399,1
9-33905,1
10-M6739,1
10-M01X52,1
10-M24421,1
10-S53104D,1
10-C8303,1
10-S82231B,1
10-S82152B,1
10-C030,1
10-O331,1
10-B0053,1
9-74337,1
10-H02204,1
10-S24113S,1
10-T50996D,1
10-S91339A,1
9-53441,1
9-9731,1
10-M2031,1
10-S72491S,1
10-T80218D,1
9-75450,1
10-V7988XA,1
10-H6062,1
10-H70892,1
10-S82461A,1
9-0545,1
9-37955,1
10-S62605S,1
10-L97112,1
10-L97122,1
10-S6991XD,1
9-20931,1
10-T426X5D,1
10-V840XXA,1
9-E8061,1
10-S62525A,1
10-S42461A,1
10-H33311,1
10-T8732,1
10-T870X2,1
10-O26823,1
10-S2752XA,1
9-1848,1
9-64654,1
10-E7201,1
10-S92014A,1
10-Q7212,1
10-M8088XG,1
10-C44221,1
10-Z3490,1
9-36852,1
9-36853,1
10-R402424,1
10-S79921D,1
10-W25XXXS,1
10-S91321S,1
10-L89501,1
10-M21512,1
9-0068,1
10-S32059K,1
10-S42491K,1
9-V039,1
9-95207,1
10-S1980XA,1
10-L4051,1
10-M8509,1
10-N99116,1
10-S32038D,1
10-B4089,1
10-I423,1
9-8971,1
10-H68023,1
9-09817,1
10-S62399B,1
9-0309,1
10-S62115A,1
10-O99830,1
10-M62521,1
10-C722,1
10-I42,1
9-E8280,1
10-O759,1
9-9710,1
9-V4500,1
9-53431,1
9-71167,1
10-S339XXA,1
10-H04322,1
9-01206,1
10-H9211,1
10-O43103,1
10-S59801A,1
10-S06829A,1
10-S25101A,1
10-S82422B,1
10-S82222B,1
10-M26649,1
9-80719,1
10-M70811,1
10-B9721,1
10-J1281,1
10-O740,1
9-83812,1
10-T511X4A,1
10-T59894A,1
10-T528X4A,1
10-T82399A,1
10-I70241,1
10-L97123,1
10-S60425A,1
10-S36513A,1
10-S35515A,1
10-S75002A,1
10-S36599S,1
9-E8703,1
10-H0500,1
10-S61432D,1
10-S61101A,1
10-M86442,1
10-H73011,1
10-O645XX2,1
10-V6940XA,1
10-I82702,1
10-S96121A,1
10-C8401,1
10-F632,1
10-L97325,1
10-L97824,1
9-37052,1
10-W16011A,1
10-S00571A,1
10-S40852A,1
10-T71192A,1
9-E8156,1
10-S92132A,1
10-W450XXS,1
10-S91132S,1
9-5235,1
10-G9202,1
10-T451X1S,1
10-T86829,1
10-S36419A,1
9-V532,1
9-69461,1
9-71150,1
9-V190,1
10-C8223,1
10-S35291A,1
9-84512,1
10-M9741XA,1
10-L86,1
10-K752,1
10-L02432,1
10-T603X3S,1
10-R0901,1
10-T410X2A,1
10-T23002A,1
10-L97315,1
10-M4600,1
10-T401X2D,1
9-8702,1
10-T23372A,1
10-T2132XA,1
10-S0083XS,1
10-M11811,1
10-T43605A,1
10-L89131,1
10-V0110XA,1
10-O1402,1
9-64703,1
9-75022,1
10-M9260,1
10-I82719,1
9-E9471,1
10-T582X2A,1
10-L89606,1
9-20927,1
10-C8243,1
10-K5282,1
10-S52341A,1
10-S34102S,1
10-W320XXS,1
10-M6200,1
10-M10012,1
10-S21302A,1
9-9393,1
10-M4852XS,1
10-M07649,1
10-M24042,1
10-S32519A,1
10-S06389A,1
10-T404X2D,1
10-S82132A,1
10-S52332A,1
10-T2123XA,1
10-A5403,1
9-5209,1
10-S92224A,1
10-O690XX2,1
9-75555,1
10-E10321,1
9-8977,1
10-C8127,1
9-84502,1
10-S61232A,1
10-W139XXS,1
9-1202,1
10-S60321A,1
9-63581,1
10-T25022S,1
10-S91352A,1
10-F14222,1
10-M00241,1
10-R402324,1
9-38583,1
10-T43501A,1
10-O45022,1
10-S82871M,1
10-S82871E,1
10-H4440,1
10-G5753,1
10-G5752,1
10-M84462G,1
10-M84362K,1
10-M84364K,1
10-K281,1
10-F14950,1
9-V486,1
10-M24474,1
10-M84479A,1
10-M65032,1
9-69270,1
10-B0051,1
10-H59021,1
10-F11150,1
10-V5959XA,1
9-37501,1
10-M3505,1
10-S3600XD,1
10-S36118D,1
10-W01198S,1
10-T84041S,1
10-S82442D,1
10-S12190G,1
10-H442E2,1
10-S85911A,1
9-36119,1
10-M06831,1
10-T84318A,1
10-V1988XS,1
9-3759,1
10-H6242,1
10-H33102,1
10-O9A52,1
9-01796,1
9-37832,1
10-L97502,1
10-T781XXS,1
10-T782XXS,1
10-Y0702,1
10-X32XXXS,1
9-V5871,1
10-K2282,1
10-O1492,1
10-S30817A,1
10-T454X2A,1
9-62932,1
10-H26219,1
10-X940XXA,1
10-C100,1
10-V881XXA,1
10-S42292B,1
10-S52255B,1
10-M06051,1
10-M06052,1
10-C7642,1
10-M1208,1
10-L432,1
9-80170,1
10-V00121A,1
10-M10069,1
9-63461,1
9-63431,1
10-M438X3,1
10-M86121,1
9-01203,1
9-V7649,1
10-S27812A,1
10-S72451D,1
10-L4054,1
10-S81811S,1
10-S32011G,1
10-C8218,1
10-I70498,1
10-O34533,1
10-S93312A,1
10-I69022,1
10-I69018,1
10-S32444A,1
10-M84650D,1
10-M4826,1
10-K08199,1
9-32715,1
10-D339,1
10-S83281D,1
10-S83411D,1
10-S72424D,1
10-S8262XG,1
10-S92062G,1
10-Y93D3,1
10-M0539,1
9-E8930,1
9-94239,1
10-S80871D,1
10-I69964,1
10-F3176,1
10-S21149A,1
9-62132,1
10-S52201S,1
10-S82201G,1
10-H7580,1
10-H6020,1
10-F6811,1
10-S62002K,1
9-71512,1
10-S4292XD,1
10-S4292XG,1
9-1176,1
10-S14159D,1
9-V121,1
10-T40712A,1
9-07798,1
9-71117,1
9-E0131,1
10-M7602,1
9-7981,1
10-S81002D,1
10-S83105D,1
10-S98921D,1
10-S86892A,1
10-S98211A,1
9-90226,1
9-87279,1
9-3919,1
9-V484,1
10-S12112S,1
10-H05129,1
10-F1720,1
10-N476,1
10-M86131,1
9-71124,1
10-I70611,1
10-M05861,1
9-80613,1
9-6938,1
10-T45525D,1
10-M01X42,1
10-H21531,1
10-T370X1A,1
9-73631,1
10-D191,1
9-V1361,1
10-T466X5D,1
10-T884XXS,1
10-M279,1
10-M7601,1
10-M06832,1
10-S72452C,1
9-67511,1
10-A5141,1
10-H9482,1
10-T507X5D,1
9-20170,1
10-I82709,1
10-C4081,1
10-H02423,1
10-J95862,1
9-67901,1
9-E9446,1
9-01120,1
10-S41052A,1
10-S39011D,1
10-I70638,1
10-T17208A,1
10-N270,1
9-74609,1
10-C8447,1
10-V449XXA,1
10-S82492Q,1
10-S82192Q,1
10-R847,1
10-S0219XS,1
10-Q300,1
10-Q750,1
10-S9030XA,1
10-C6930,1
10-S63255A,1
10-S91102A,1
10-H11442,1
10-M84471D,1
10-Q064,1
10-S069X1D,1
9-37610,1
10-H4020X2,1
10-S62641A,1
10-J3502,1
10-S82442B,1
10-S82242B,1
10-S32022B,1
10-H673,1
9-94302,1
10-M67911,1
10-S36242A,1
10-S42301P,1
10-S60041A,1
10-S60112A,1
10-S62664A,1
10-S62652A,1
10-S65811A,1
10-H16142,1
10-M80871G,1
10-T8322XA,1
10-F13131,1
10-Y35811A,1
10-S02841D,1
10-M80872G,1
10-M80871S,1
10-M80872S,1
10-T868481,1
10-H16222,1
9-72819,1
9-E9371,1
10-S40219A,1
9-51635,1
10-S52692B,1
10-Z963,1
10-H05332,1
10-F19120,1
10-T441X2A,1
9-8677,1
10-M00242,1
10-S62009A,1
10-O2672,1
9-36574,1
9-20296,1
10-H9390,1
10-S61011D,1
10-M1A0291,1
9-64882,1
10-H9071,1
9-2133,1
10-E0530,1
10-I69810,1
10-Z620,1
9-80051,1
10-S83095A,1
10-S41041A,1
10-S46821A,1
9-66943,1
10-C8356,1
10-V839XXA,1
10-E7229,1
9-53391,1
10-F0634,1
9-81219,1
10-S42295D,1
10-O0381,1
10-O4200,1
10-S31101A,1
10-I87393,1
10-V855XXA,1
10-S62660B,1
10-S27898A,1
10-Q8711,1
10-F489,1
10-T22352A,1
10-Y93G9,1
10-W01110D,1
10-C84A4,1
10-S82831G,1
9-V0971,1
10-S064X2A,1
10-M1A0711,1
9-64214,1
10-T84123A,1
10-H21233,1
10-V539XXA,1
10-F19251,1
10-S82002G,1
9-37927,1
10-T528X1D,1
9-V6407,1
10-B6001,1
10-S62391A,1
10-C301,1
10-S70319A,1
10-A5601,1
9-9987,1
10-F13932,1
10-S02109S,1
10-O368322,1
10-H16293,1
10-S92911D,1
10-S42354D,1
10-S62302A,1
9-V557,1
9-E9225,1
10-T82838D,1
10-H35021,1
10-T7840XS,1
10-W298XXS,1
10-S61231S,1
10-S68125A,1
10-H68003,1
10-H65413,1
10-T24231A,1
10-M50220,1
10-T8571XD,1
9-53401,1
10-Q069,1
10-T81504A,1
10-H6243,1
9-81419,1
9-73604,1
10-V4969XA,1
10-S3092XD,1
9-01164,1
9-01304,1
9-E961,1
9-78031,1
10-A1817,1
10-C8516,1
10-F16122,1
10-S42434D,1
10-M67869,1
10-M488X3,1
10-D4862,1
10-D7801,1
10-S91211A,1
9-7576,1
10-S42143A,1
10-I69990,1
10-B3320,1
10-V816XXA,1
9-01160,1
10-H4322,1
9-71933,1
9-29646,1
10-E7402,1
10-S91201D,1
10-S9491XA,1
9-37801,1
10-H401210,1
10-O09891,1
10-M24475,1
10-A57,1
9-71808,1
9-53201,1
10-T461X4A,1
10-S5321XA,1
10-H47213,1
10-Q121,1
10-S63294A,1
10-S82832M,1
10-S82842M,1
10-H65499,1
10-Z563,1
10-B150,1
10-T50A15A,1
10-T7841XA,1
10-S31501D,1
10-T2106XD,1
10-I6900,1
10-V0399XS,1
10-S61521A,1
9-94209,1
9-E0082,1
10-S178XXD,1
10-S178XXA,1
10-T373X5S,1
10-T7401XA,1
9-7479,1
10-G8312,1
9-01083,1
10-S62654A,1
9-64963,1
