icd_block,proc_block,n_hadm,proc_desc
K94,05H,2,"Upper Veins, Insertion"
K94,0D1,2,"Gastrointestinal System, Bypass"
K94,0DH,2,"Gastrointestinal System, Insertion"
K94,0DQ,2,"Gastrointestinal System, Repair"
K94,0WQ,2,"Anatomical Regions, General, Repair"
K95,0DB,2,"Gastrointestinal System, Excision"
K95,0DJ,2,"Gastrointestinal System, Inspection"
K95,0DN,2,"Gastrointestinal System, Release"
K95,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
K95,00H,1,"Central Nervous System and Cranial Nerves, Insertion"
K95,02H,1,"Heart and Great Vessels, Insertion"
K95,0D9,1,"Gastrointestinal System, Drainage"
K95,0DH,1,"Gastrointestinal System, Insertion"
K95,0DP,1,"Gastrointestinal System, Removal"
K95,0DQ,1,"Gastrointestinal System, Repair"
L02,02H,11,"Heart and Great Vessels, Insertion"
L02,0J9,10,"Subcutaneous Tissue and Fascia, Drainage"
L02,0JB,7,"Subcutaneous Tissue and Fascia, Excision"
L02,0Y9,6,"Anatomical Regions, Lower Extremities, Drainage"
L02,0QB,5,"Lower Bones, Excision"
L02,0W9,5,"Anatomical Regions, General, Drainage"
L02,0JC,4,"Subcutaneous Tissue and Fascia, Extirpation"
L02,0KB,4,"Muscles, Excision"
L02,0KX,4,"Muscles, Transfer"
L02,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L03,02H,25,"Heart and Great Vessels, Insertion"
L03,0JB,14,"Subcutaneous Tissue and Fascia, Excision"
L03,0J9,13,"Subcutaneous Tissue and Fascia, Drainage"
L03,0QB,11,"Lower Bones, Excision"
L03,3E0,10,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L03,5A1,10,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L03,0Y6,8,"Anatomical Regions, Lower Extremities, Detachment"
L03,B41,7,"Imaging, Lower Arteries, Fluoroscopy"
L03,0KB,5,"Muscles, Excision"
L03,0Y9,5,"Anatomical Regions, Lower Extremities, Drainage"
L08,0JB,2,"Subcutaneous Tissue and Fascia, Excision"
L08,047,1,"Lower Arteries, Dilation"
L12,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L12,01N,1,"Peripheral Nervous System, Release"
L12,02H,1,"Heart and Great Vessels, Insertion"
L12,0BH,1,"Respiratory System, Insertion"
L12,0DB,1,"Gastrointestinal System, Excision"
L12,0DH,1,"Gastrointestinal System, Insertion"
L12,0HB,1,"Skin and Breast, Excision"
L12,0HX,1,"Skin and Breast, Transfer"
L12,0KX,1,"Muscles, Transfer"
L12,0Q9,1,"Lower Bones, Drainage"
L20,02H,1,"Heart and Great Vessels, Insertion"
L20,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
L20,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L25,07B,1,"Lymphatic and Hemic Systems, Excision"
L27,02H,16,"Heart and Great Vessels, Insertion"
L27,3E0,12,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L27,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L27,0B9,3,"Respiratory System, Drainage"
L27,0W9,3,"Anatomical Regions, General, Drainage"
L27,02P,2,"Heart and Great Vessels, Removal"
L27,07D,2,"Lymphatic and Hemic Systems, Extraction"
L27,0DB,2,"Gastrointestinal System, Excision"
L27,0DH,2,"Gastrointestinal System, Insertion"
L27,0F9,2,"Hepatobiliary System and Pancreas, Drainage"
L28,02H,1,"Heart and Great Vessels, Insertion"
L28,0HB,1,"Skin and Breast, Excision"
L28,0JP,1,"Subcutaneous Tissue and Fascia, Removal"
L28,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
L29,02H,5,"Heart and Great Vessels, Insertion"
L29,0DB,3,"Gastrointestinal System, Excision"
L29,3E0,3,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L29,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L29,0FT,2,"Hepatobiliary System and Pancreas, Resection"
L29,0HQ,2,"Skin and Breast, Repair"
L29,0SR,2,"Lower Joints, Replacement"
L29,02R,1,"Heart and Great Vessels, Replacement"
L29,02U,1,"Heart and Great Vessels, Supplement"
L29,04C,1,"Lower Arteries, Extirpation"
L30,02H,6,"Heart and Great Vessels, Insertion"
L30,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L30,0BH,3,"Respiratory System, Insertion"
L30,3E0,3,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L30,021,2,"Heart and Great Vessels, Bypass"
L30,06B,2,"Lower Veins, Excision"
L30,025,1,"Heart and Great Vessels, Destruction"
L30,03C,1,"Upper Arteries, Extirpation"
L30,047,1,"Lower Arteries, Dilation"
L30,04V,1,"Lower Arteries, Restriction"
L40,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L40,009,1,"Central Nervous System and Cranial Nerves, Drainage"
L40,021,1,"Heart and Great Vessels, Bypass"
L40,02H,1,"Heart and Great Vessels, Insertion"
L40,06B,1,"Lower Veins, Excision"
L40,0B9,1,"Respiratory System, Drainage"
L40,0BH,1,"Respiratory System, Insertion"
L40,0DB,1,"Gastrointestinal System, Excision"
L40,0DH,1,"Gastrointestinal System, Insertion"
L40,0DJ,1,"Gastrointestinal System, Inspection"
L50,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L50,02H,2,"Heart and Great Vessels, Insertion"
L50,0BH,2,"Respiratory System, Insertion"
L50,0W9,2,"Anatomical Regions, General, Drainage"
L50,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L50,02R,1,"Heart and Great Vessels, Replacement"
L50,05H,1,"Upper Veins, Insertion"
L50,07D,1,"Lymphatic and Hemic Systems, Extraction"
L50,0B9,1,"Respiratory System, Drainage"
L50,0DJ,1,"Gastrointestinal System, Inspection"
L53,02H,3,"Heart and Great Vessels, Insertion"
L53,06B,2,"Lower Veins, Excision"
L53,021,1,"Heart and Great Vessels, Bypass"
L53,027,1,"Heart and Great Vessels, Dilation"
L53,02P,1,"Heart and Great Vessels, Removal"
L53,041,1,"Lower Arteries, Bypass"
L53,047,1,"Lower Arteries, Dilation"
L53,04C,1,"Lower Arteries, Extirpation"
L53,04R,1,"Lower Arteries, Replacement"
L53,07D,1,"Lymphatic and Hemic Systems, Extraction"
L57,02H,2,"Heart and Great Vessels, Insertion"
L57,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
L57,01N,1,"Peripheral Nervous System, Release"
L57,021,1,"Heart and Great Vessels, Bypass"
L57,02R,1,"Heart and Great Vessels, Replacement"
L57,03B,1,"Upper Arteries, Excision"
L57,07D,1,"Lymphatic and Hemic Systems, Extraction"
L57,0SB,1,"Lower Joints, Excision"
L57,0SG,1,"Lower Joints, Fusion"
L57,0SR,1,"Lower Joints, Replacement"
L65,02H,1,"Heart and Great Vessels, Insertion"
L65,B24,1,"Imaging, Heart, Ultrasonography"
L70,0DB,1,"Gastrointestinal System, Excision"
L70,0DJ,1,"Gastrointestinal System, Inspection"
L72,GZB,1,"Mental Health, Electroconvulsive Therapy"
L73,3E0,3,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L73,009,1,"Central Nervous System and Cranial Nerves, Drainage"
L73,01U,1,"Peripheral Nervous System, Supplement"
L73,027,1,"Heart and Great Vessels, Dilation"
L73,03R,1,"Upper Arteries, Replacement"
L73,05B,1,"Upper Veins, Excision"
L73,0HB,1,"Skin and Breast, Excision"
L73,0PS,1,"Upper Bones, Reposition"
L73,B21,1,"Imaging, Heart, Fluoroscopy"
L73,B31,1,"Imaging, Upper Arteries, Fluoroscopy"
L74,0QH,1,"Lower Bones, Insertion"
L76,02H,10,"Heart and Great Vessels, Insertion"
L76,5A1,8,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L76,02R,5,"Heart and Great Vessels, Replacement"
L76,0BH,5,"Respiratory System, Insertion"
L76,B21,5,"Imaging, Heart, Fluoroscopy"
L76,0JC,4,"Subcutaneous Tissue and Fascia, Extirpation"
L76,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L76,4A0,4,"Measurement and Monitoring, Physiological Systems, Measurement"
L76,5A2,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
L76,0J9,3,"Subcutaneous Tissue and Fascia, Drainage"
L80,02H,1,"Heart and Great Vessels, Insertion"
L80,04C,1,"Lower Arteries, Extirpation"
L80,0BB,1,"Respiratory System, Excision"
L80,0SR,1,"Lower Joints, Replacement"
L80,6A5,1,"Extracorporeal or Systemic Therapies, Physiological Systems, Pheresis"
L80,B21,1,"Imaging, Heart, Fluoroscopy"
L81,02H,1,"Heart and Great Vessels, Insertion"
L81,0HB,1,"Skin and Breast, Excision"
L81,0T2,1,"Urinary System, Change"
L81,0W9,1,"Anatomical Regions, General, Drainage"
L81,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
L81,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L82,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L83,009,1,"Central Nervous System and Cranial Nerves, Drainage"
L83,07D,1,"Lymphatic and Hemic Systems, Extraction"
L83,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L84,00N,1,"Central Nervous System and Cranial Nerves, Release"
L84,02H,1,"Heart and Great Vessels, Insertion"
L84,0PB,1,"Upper Bones, Excision"
L84,0RH,1,"Upper Joints, Insertion"
L85,02H,3,"Heart and Great Vessels, Insertion"
L85,047,1,"Lower Arteries, Dilation"
L85,06W,1,"Lower Veins, Revision"
L85,0DD,1,"Gastrointestinal System, Extraction"
L85,0DJ,1,"Gastrointestinal System, Inspection"
L85,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
L85,0SJ,1,"Lower Joints, Inspection"
L85,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L85,B24,1,"Imaging, Heart, Ultrasonography"
L85,B51,1,"Imaging, Veins, Fluoroscopy"
L88,06H,1,"Lower Veins, Insertion"
L88,0D9,1,"Gastrointestinal System, Drainage"
L88,0DB,1,"Gastrointestinal System, Excision"
L88,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
L88,2W0,1,"Placement, Anatomical Regions, Change"
L89,3E0,25,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L89,5A1,25,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L89,02H,21,"Heart and Great Vessels, Insertion"
L89,0BH,11,"Respiratory System, Insertion"
L89,0DH,9,"Gastrointestinal System, Insertion"
L89,0W9,7,"Anatomical Regions, General, Drainage"
L89,0QB,5,"Lower Bones, Excision"
L89,0B1,4,"Respiratory System, Bypass"
L89,0B9,4,"Respiratory System, Drainage"
L89,0HX,3,"Skin and Breast, Transfer"
L90,0D9,1,"Gastrointestinal System, Drainage"
L90,0FB,1,"Hepatobiliary System and Pancreas, Excision"
L92,06H,1,"Lower Veins, Insertion"
L92,0BH,1,"Respiratory System, Insertion"
L92,0D9,1,"Gastrointestinal System, Drainage"
L92,0DB,1,"Gastrointestinal System, Excision"
L92,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
L92,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L95,06H,1,"Lower Veins, Insertion"
L95,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
L95,2W0,1,"Placement, Anatomical Regions, Change"
L97,02H,32,"Heart and Great Vessels, Insertion"
L97,0Y6,24,"Anatomical Regions, Lower Extremities, Detachment"
L97,B41,24,"Imaging, Lower Arteries, Fluoroscopy"
L97,0JB,21,"Subcutaneous Tissue and Fascia, Excision"
L97,5A1,19,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L97,047,18,"Lower Arteries, Dilation"
L97,0QB,18,"Lower Bones, Excision"
L97,04C,11,"Lower Arteries, Extirpation"
L97,041,10,"Lower Arteries, Bypass"
L97,3E1,10,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
L98,02H,3,"Heart and Great Vessels, Insertion"
L98,0JB,2,"Subcutaneous Tissue and Fascia, Excision"
L98,0KB,2,"Muscles, Excision"
L98,0W9,2,"Anatomical Regions, General, Drainage"
L98,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
L98,009,1,"Central Nervous System and Cranial Nerves, Drainage"
L98,02P,1,"Heart and Great Vessels, Removal"
L98,07B,1,"Lymphatic and Hemic Systems, Excision"
L98,0B9,1,"Respiratory System, Drainage"
L98,0BH,1,"Respiratory System, Insertion"
M00,02H,11,"Heart and Great Vessels, Insertion"
M00,0R9,5,"Upper Joints, Drainage"
M00,0RB,5,"Upper Joints, Excision"
M00,0JB,4,"Subcutaneous Tissue and Fascia, Excision"
M00,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M00,05H,2,"Upper Veins, Insertion"
M00,0BH,2,"Respiratory System, Insertion"
M00,0QB,2,"Lower Bones, Excision"
M00,0RJ,2,"Upper Joints, Inspection"
M00,0S9,2,"Lower Joints, Drainage"
M06,3E0,9,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M06,02H,8,"Heart and Great Vessels, Insertion"
M06,5A1,8,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M06,0B9,4,"Respiratory System, Drainage"
M06,0BJ,4,"Respiratory System, Inspection"
M06,0DJ,4,"Gastrointestinal System, Inspection"
M06,0W9,4,"Anatomical Regions, General, Drainage"
M06,B21,4,"Imaging, Heart, Fluoroscopy"
M06,02R,3,"Heart and Great Vessels, Replacement"
M06,0DB,3,"Gastrointestinal System, Excision"
M07,0DB,1,"Gastrointestinal System, Excision"
M08,009,1,"Central Nervous System and Cranial Nerves, Drainage"
M08,05H,1,"Upper Veins, Insertion"
M10,02H,22,"Heart and Great Vessels, Insertion"
M10,5A1,22,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M10,3E0,17,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M10,0W9,15,"Anatomical Regions, General, Drainage"
M10,4A0,10,"Measurement and Monitoring, Physiological Systems, Measurement"
M10,0DB,9,"Gastrointestinal System, Excision"
M10,0DJ,8,"Gastrointestinal System, Inspection"
M10,B21,8,"Imaging, Heart, Fluoroscopy"
M10,027,5,"Heart and Great Vessels, Dilation"
M10,0BH,5,"Respiratory System, Insertion"
M11,02H,2,"Heart and Great Vessels, Insertion"
M11,0JH,2,"Subcutaneous Tissue and Fascia, Insertion"
M11,0S9,2,"Lower Joints, Drainage"
M11,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M11,07D,1,"Lymphatic and Hemic Systems, Extraction"
M11,0BH,1,"Respiratory System, Insertion"
M11,0DJ,1,"Gastrointestinal System, Inspection"
M11,0RB,1,"Upper Joints, Excision"
M11,0RJ,1,"Upper Joints, Inspection"
M11,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M12,0B9,1,"Respiratory System, Drainage"
M12,0BC,1,"Respiratory System, Extirpation"
M12,0CJ,1,"Mouth and Throat, Inspection"
M13,0S9,2,"Lower Joints, Drainage"
M13,02H,1,"Heart and Great Vessels, Insertion"
M13,0LN,1,"Tendons, Release"
M13,0SH,1,"Lower Joints, Insertion"
M13,0SP,1,"Lower Joints, Removal"
M13,B54,1,"Imaging, Veins, Ultrasonography"
M14,02R,1,"Heart and Great Vessels, Replacement"
M14,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
M14,3E1,1,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
M15,0B5,1,"Respiratory System, Destruction"
M15,0B9,1,"Respiratory System, Drainage"
M15,0BB,1,"Respiratory System, Excision"
M16,0SR,22,"Lower Joints, Replacement"
M16,02H,6,"Heart and Great Vessels, Insertion"
M16,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M16,DB0,2,"Radiation Therapy, Respiratory System, Beam Radiation"
M16,00H,1,"Central Nervous System and Cranial Nerves, Insertion"
M16,02P,1,"Heart and Great Vessels, Removal"
M16,047,1,"Lower Arteries, Dilation"
M16,04C,1,"Lower Arteries, Extirpation"
M16,0B7,1,"Respiratory System, Dilation"
M16,0BB,1,"Respiratory System, Excision"
M17,0SR,38,"Lower Joints, Replacement"
M17,3E0,10,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M17,02H,8,"Heart and Great Vessels, Insertion"
M17,0SP,4,"Lower Joints, Removal"
M17,0DB,3,"Gastrointestinal System, Excision"
M17,0SB,3,"Lower Joints, Excision"
M17,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M17,B21,3,"Imaging, Heart, Fluoroscopy"
M17,B51,3,"Imaging, Veins, Fluoroscopy"
M17,0JH,2,"Subcutaneous Tissue and Fascia, Insertion"
M19,02H,14,"Heart and Great Vessels, Insertion"
M19,5A1,11,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M19,3E0,9,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M19,0DB,6,"Gastrointestinal System, Excision"
M19,0RR,6,"Upper Joints, Replacement"
M19,0DJ,5,"Gastrointestinal System, Inspection"
M19,0DH,4,"Gastrointestinal System, Insertion"
M19,B21,4,"Imaging, Heart, Fluoroscopy"
M19,027,3,"Heart and Great Vessels, Dilation"
M19,02R,3,"Heart and Great Vessels, Replacement"
M1A,02H,2,"Heart and Great Vessels, Insertion"
M1A,0W9,2,"Anatomical Regions, General, Drainage"
M1A,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
M1A,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M1A,0BH,1,"Respiratory System, Insertion"
M1A,0D1,1,"Gastrointestinal System, Bypass"
M1A,0DB,1,"Gastrointestinal System, Excision"
M1A,0FB,1,"Hepatobiliary System and Pancreas, Excision"
M1A,0R9,1,"Upper Joints, Drainage"
M1A,0S9,1,"Lower Joints, Drainage"
M20,047,1,"Lower Arteries, Dilation"
M20,0LN,1,"Tendons, Release"
M20,0Y6,1,"Anatomical Regions, Lower Extremities, Detachment"
M21,02H,4,"Heart and Great Vessels, Insertion"
M21,0SR,3,"Lower Joints, Replacement"
M21,0Y6,3,"Anatomical Regions, Lower Extremities, Detachment"
M21,0J9,2,"Subcutaneous Tissue and Fascia, Drainage"
M21,0QB,2,"Lower Bones, Excision"
M21,0SP,2,"Lower Joints, Removal"
M21,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M21,041,1,"Lower Arteries, Bypass"
M21,047,1,"Lower Arteries, Dilation"
M21,04C,1,"Lower Arteries, Extirpation"
M23,0SB,1,"Lower Joints, Excision"
M23,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M24,02H,4,"Heart and Great Vessels, Insertion"
M24,009,1,"Central Nervous System and Cranial Nerves, Drainage"
M24,01N,1,"Peripheral Nervous System, Release"
M24,041,1,"Lower Arteries, Bypass"
M24,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
M24,0L8,1,"Tendons, Division"
M24,0LB,1,"Tendons, Excision"
M24,0QB,1,"Lower Bones, Excision"
M24,0QP,1,"Lower Bones, Removal"
M24,0S9,1,"Lower Joints, Drainage"
M25,3E0,13,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M25,02H,9,"Heart and Great Vessels, Insertion"
M25,5A1,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M25,0W9,4,"Anatomical Regions, General, Drainage"
M25,B54,4,"Imaging, Veins, Ultrasonography"
M25,07D,3,"Lymphatic and Hemic Systems, Extraction"
M25,0S9,3,"Lower Joints, Drainage"
M25,0SP,3,"Lower Joints, Removal"
M25,01N,2,"Peripheral Nervous System, Release"
M25,0BJ,2,"Respiratory System, Inspection"
M26,07T,1,"Lymphatic and Hemic Systems, Resection"
M26,0BB,1,"Respiratory System, Excision"
M26,0NS,1,"Head and Facial Bones, Reposition"
M27,0B9,1,"Respiratory System, Drainage"
M27,0C9,1,"Mouth and Throat, Drainage"
M27,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
M27,0QB,1,"Lower Bones, Excision"
M27,0W9,1,"Anatomical Regions, General, Drainage"
M27,302,1,"Administration, Circulatory, Transfusion"
M30,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M30,06H,1,"Lower Veins, Insertion"
M30,0BH,1,"Respiratory System, Insertion"
M30,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M30,B41,1,"Imaging, Lower Arteries, Fluoroscopy"
M31,02H,3,"Heart and Great Vessels, Insertion"
M31,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M31,0BH,2,"Respiratory System, Insertion"
M31,0T7,2,"Urinary System, Dilation"
M31,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M31,009,1,"Central Nervous System and Cranial Nerves, Drainage"
M31,02R,1,"Heart and Great Vessels, Replacement"
M31,04Q,1,"Lower Arteries, Repair"
M31,0B9,1,"Respiratory System, Drainage"
M31,0BB,1,"Respiratory System, Excision"
M32,02H,2,"Heart and Great Vessels, Insertion"
M32,0W9,2,"Anatomical Regions, General, Drainage"
M32,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M32,02R,1,"Heart and Great Vessels, Replacement"
M32,07B,1,"Lymphatic and Hemic Systems, Excision"
M32,0BH,1,"Respiratory System, Insertion"
M32,0CD,1,"Mouth and Throat, Extraction"
M32,0DH,1,"Gastrointestinal System, Insertion"
M32,0TB,1,"Urinary System, Excision"
M32,302,1,"Administration, Circulatory, Transfusion"
M33,0FC,1,"Hepatobiliary System and Pancreas, Extirpation"
M33,0FT,1,"Hepatobiliary System and Pancreas, Resection"
M33,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
M33,0Y9,1,"Anatomical Regions, Lower Extremities, Drainage"
M33,302,1,"Administration, Circulatory, Transfusion"
M33,BF1,1,"Imaging, Hepatobiliary System and Pancreas, Fluoroscopy"
M34,02H,2,"Heart and Great Vessels, Insertion"
M34,B21,2,"Imaging, Heart, Fluoroscopy"
M34,02P,1,"Heart and Great Vessels, Removal"
M34,0W9,1,"Anatomical Regions, General, Drainage"
M34,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
M34,6A5,1,"Extracorporeal or Systemic Therapies, Physiological Systems, Pheresis"
M35,5A1,7,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M35,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M35,02H,4,"Heart and Great Vessels, Insertion"
M35,4A0,4,"Measurement and Monitoring, Physiological Systems, Measurement"
M35,0BH,3,"Respiratory System, Insertion"
M35,0DB,3,"Gastrointestinal System, Excision"
M35,02R,2,"Heart and Great Vessels, Replacement"
M35,0B9,2,"Respiratory System, Drainage"
M35,0DJ,2,"Gastrointestinal System, Inspection"
M35,0FT,2,"Hepatobiliary System and Pancreas, Resection"
M40,00N,1,"Central Nervous System and Cranial Nerves, Release"
M40,07D,1,"Lymphatic and Hemic Systems, Extraction"
M40,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
M40,0PS,1,"Upper Bones, Reposition"
M40,0QS,1,"Lower Bones, Reposition"
M40,0RH,1,"Upper Joints, Insertion"
M40,0SB,1,"Lower Joints, Excision"
M40,0SG,1,"Lower Joints, Fusion"
M40,0SH,1,"Lower Joints, Insertion"
M41,0SG,9,"Lower Joints, Fusion"
M41,01N,7,"Peripheral Nervous System, Release"
M41,02H,4,"Heart and Great Vessels, Insertion"
M41,0SB,3,"Lower Joints, Excision"
M41,0RG,2,"Upper Joints, Fusion"
M41,0ST,2,"Lower Joints, Resection"
M41,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M41,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
M41,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M41,B21,2,"Imaging, Heart, Fluoroscopy"
M43,0SG,7,"Lower Joints, Fusion"
M43,01N,5,"Peripheral Nervous System, Release"
M43,00H,2,"Central Nervous System and Cranial Nerves, Insertion"
M43,0ST,2,"Lower Joints, Resection"
M43,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M43,009,1,"Central Nervous System and Cranial Nerves, Drainage"
M43,00C,1,"Central Nervous System and Cranial Nerves, Extirpation"
M43,00N,1,"Central Nervous System and Cranial Nerves, Release"
M43,0CQ,1,"Mouth and Throat, Repair"
M43,0HQ,1,"Skin and Breast, Repair"
M45,00C,1,"Central Nervous System and Cranial Nerves, Extirpation"
M45,00N,1,"Central Nervous System and Cranial Nerves, Release"
M45,07D,1,"Lymphatic and Hemic Systems, Extraction"
M45,0BH,1,"Respiratory System, Insertion"
M45,0JB,1,"Subcutaneous Tissue and Fascia, Excision"
M45,0PB,1,"Upper Bones, Excision"
M45,0PS,1,"Upper Bones, Reposition"
M45,0RG,1,"Upper Joints, Fusion"
M45,0RH,1,"Upper Joints, Insertion"
M45,0SH,1,"Lower Joints, Insertion"
M46,02H,20,"Heart and Great Vessels, Insertion"
M46,0QB,9,"Lower Bones, Excision"
M46,3E0,7,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M46,009,5,"Central Nervous System and Cranial Nerves, Drainage"
M46,0DB,4,"Gastrointestinal System, Excision"
M46,0DH,4,"Gastrointestinal System, Insertion"
M46,0W9,4,"Anatomical Regions, General, Drainage"
M46,B54,4,"Imaging, Veins, Ultrasonography"
M46,0KX,3,"Muscles, Transfer"
M46,0PB,3,"Upper Bones, Excision"
M47,0SG,11,"Lower Joints, Fusion"
M47,0RG,10,"Upper Joints, Fusion"
M47,02H,6,"Heart and Great Vessels, Insertion"
M47,00H,5,"Central Nervous System and Cranial Nerves, Insertion"
M47,01N,5,"Peripheral Nervous System, Release"
M47,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M47,009,4,"Central Nervous System and Cranial Nerves, Drainage"
M47,0RB,4,"Upper Joints, Excision"
M47,0SB,4,"Lower Joints, Excision"
M47,0QB,3,"Lower Bones, Excision"
M48,01N,18,"Peripheral Nervous System, Release"
M48,0SG,18,"Lower Joints, Fusion"
M48,0RG,14,"Upper Joints, Fusion"
M48,0SB,10,"Lower Joints, Excision"
M48,3E0,9,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M48,00H,5,"Central Nervous System and Cranial Nerves, Insertion"
M48,0RB,5,"Upper Joints, Excision"
M48,00N,4,"Central Nervous System and Cranial Nerves, Release"
M48,0ST,4,"Lower Joints, Resection"
M48,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M50,0RG,6,"Upper Joints, Fusion"
M50,0RB,5,"Upper Joints, Excision"
M50,00N,2,"Central Nervous System and Cranial Nerves, Release"
M50,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
M50,009,1,"Central Nervous System and Cranial Nerves, Drainage"
M50,00H,1,"Central Nervous System and Cranial Nerves, Insertion"
M50,01N,1,"Peripheral Nervous System, Release"
M50,02H,1,"Heart and Great Vessels, Insertion"
M50,0BH,1,"Respiratory System, Insertion"
M50,0KX,1,"Muscles, Transfer"
M51,0SG,11,"Lower Joints, Fusion"
M51,01N,10,"Peripheral Nervous System, Release"
M51,0SB,8,"Lower Joints, Excision"
M51,00H,5,"Central Nervous System and Cranial Nerves, Insertion"
M51,0ST,3,"Lower Joints, Resection"
M51,3E0,3,"Administration, Physiological Systems and Anatomical Regions, Introduction"
M51,009,2,"Central Nervous System and Cranial Nerves, Drainage"
M51,0RG,2,"Upper Joints, Fusion"
