block,icd_code,n_hadm,long_title
543,543,9,Excision or destruction of lesion or tissue of abdominal wall or umbilicus
544,544,23,Excision or destruction of peritoneal tissue
545,5459,92,Other lysis of peritoneal adhesions
545,5451,21,Laparoscopic lysis of peritoneal adhesions
546,5462,5,Delayed closure of granulating abdominal wound
546,5461,3,Reclosure of postoperative disruption of abdominal wall
546,5463,3,Other suture of abdominal wall
547,5472,4,Other repair of abdominal wall
547,5474,4,Other repair of omentum
547,5475,3,Other repair of mesentery
549,5491,244,Percutaneous abdominal drainage
549,5498,6,Peritoneal dialysis
549,5495,4,Incision of peritoneum
549,5492,3,Removal of foreign body from peritoneal cavity
549,5499,2,Other operations of abdominal region
549,5493,1,Creation of cutaneoperitoneal fistula
550,5503,11,Percutaneous nephrostomy without fragmentation
550,5504,5,Percutaneous nephrostomy with fragmentation
550,5502,1,Nephrostomy
552,5523,17,Closed [percutaneous] [needle] biopsy of kidney
552,5521,1,Nephroscopy
553,5539,1,Other local destruction or excision of renal lesion or tissue
554,554,8,Partial nephrectomy
555,5551,17,Nephroureterectomy
555,5553,1,Removal of transplanted or rejected kidney
556,5569,14,Other kidney transplantation
558,5587,2,Correction of ureteropelvic junction
559,5593,3,Replacement of nephrostomy tube
559,5592,1,Percutaneous aspiration of kidney (pelvis)
560,560,11,Transurethral removal of obstruction from ureter and renal pelvis
563,5631,5,Ureteroscopy
564,5641,1,Partial ureterectomy
565,5651,2,Formation of cutaneous uretero-ileostomy
565,5652,1,Revision of cutaneous uretero-ileostomy
567,5674,3,Ureteroneocystostomy
567,5671,1,Urinary diversion to intestine
567,5672,1,Revision of ureterointestinal anastomosis
570,570,6,Transurethral clearance of bladder
571,5712,1,Lysis of intraluminal adhesions with incision into bladder
572,5721,1,Vesicostomy
573,5732,55,Other cystoscopy
573,5733,1,Closed [transurethral] biopsy of bladder
574,5749,10,Other transurethral excision or destruction of lesion or tissue of bladder
575,5759,1,Open excision or destruction of other lesion or tissue of bladder
577,5771,3,Radical cystectomy
578,5781,2,Suture of laceration of bladder
578,5787,2,Reconstruction of urinary bladder
579,5794,13,Insertion of indwelling urinary catheter
579,5795,2,Replacement of indwelling urinary catheter
579,5799,1,Other operations on bladder
583,5831,1,Endoscopic excision or destruction of lesion or tissue of urethra
586,586,4,Dilation of urethra
590,5902,1,Other lysis of perirenal or periureteral adhesions
590,5903,1,Laparoscopic lysis of perirenal or periureteral adhesions
594,594,1,Suprapubic sling operation
595,595,2,Retropubic urethral suspension
597,5979,2,Other repair of urinary stress incontinence
598,598,41,Ureteral catheterization
599,5995,1,Ultrasonic fragmentation of urinary stones
5A0,5A02210,16,"Assistance with Cardiac Output using Balloon Pump, Continuous"
5A0,5A0221D,16,"Assistance with Cardiac Output using Impeller Pump, Continuous"
5A0,5A09457,6,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Continuous Positive Airway Pressure"
5A0,5A09357,4,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Positive Airway Pressure"
5A0,5A02216,2,"Assistance with Cardiac Output using Other Pump, Continuous"
5A0,5A0935Z,1,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours"
5A0,5A0945Z,1,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours"
5A1,5A1221Z,198,"Performance of Cardiac Output, Continuous"
5A1,5A1945Z,136,"Respiratory Ventilation, 24-96 Consecutive Hours"
5A1,5A1D70Z,122,"Performance of Urinary Filtration, Intermittent, Less than 6 Hours Per Day"
5A1,5A1955Z,108,"Respiratory Ventilation, Greater than 96 Consecutive Hours"
5A1,5A1935Z,79,"Respiratory Ventilation, Less than 24 Consecutive Hours"
5A1,5A1D60Z,69,"Performance of Urinary Filtration, Multiple"
5A1,5A12012,24,"Performance of Cardiac Output, Single, Manual"
5A1,5A1D00Z,20,"Performance of Urinary Filtration, Single"
5A1,5A1223Z,18,"Performance of Cardiac Pacing, Continuous"
5A1,5A1D90Z,17,"Performance of Urinary Filtration, Continuous, Greater than 18 hours Per Day"
5A1,5A1522G,2,"Extracorporeal Oxygenation, Membrane, Peripheral Veno-arterial"
5A1,5A15223,1,"Extracorporeal Membrane Oxygenation, Continuous"
5A1,5A1522H,1,"Extracorporeal Oxygenation, Membrane, Peripheral Veno-venous"
5A2,5A2204Z,58,"Restoration of Cardiac Rhythm, Single"
601,6011,1,Closed [percutaneous] [needle] biopsy of prostate
602,6029,11,Other transurethral prostatectomy
602,6021,3,Transurethral (ultrasound) guided laser induced prostatectomy (TULIP)
604,604,3,Retropubic prostatectomy
605,605,11,Radical prostatectomy
607,6071,1,Percutaneous aspiration of seminal vesicle
609,6094,1,Control of (postoperative) hemorrhage of prostate
610,610,5,Incision and drainage of scrotum and tunica vaginalis
613,613,1,Excision or destruction of lesion or tissue of scrotum
614,6141,1,Suture of laceration of scrotum and tunica vaginalis
619,6191,1,Percutaneous aspiration of tunica vaginalis
624,6241,1,Removal of both testes at same operative episode
626,6261,1,Suture of laceration of testis
626,6269,1,Other repair of testis
641,6419,1,Other diagnostic procedures on penis
644,6441,1,Suture of laceration of penis
649,6492,1,Incision of penis
649,6496,1,Removal of internal prosthesis of penis
651,6512,1,Other biopsy of ovary
651,6513,1,Laparoscopic biopsy of ovary
652,6525,6,Other laparoscopic local excision or destruction of ovary
652,6529,1,Other local excision or destruction of ovary
653,6531,1,Laparoscopic unilateral oophorectomy
654,6549,7,Other unilateral salpingo-oophorectomy
654,6541,3,Laparoscopic unilateral salpingo-oophorectomy
655,6553,2,Laparoscopic removal of both ovaries at same operative episode
656,6563,12,Laparoscopic removal of both ovaries and tubes at same operative episode
656,6561,10,Other removal of both ovaries and tubes at same operative episode
656,6564,2,Laparoscopic removal of remaining ovary and tube
656,6562,1,Other removal of remaining ovary and tube
657,6579,1,Other repair of ovary
658,6581,2,Laparoscopic lysis of adhesions of ovary and fallopian tube
659,6591,1,Aspiration of ovary
663,6632,4,Other bilateral ligation and division of fallopian tubes
664,664,3,Total unilateral salpingectomy
665,6651,2,Removal of both fallopian tubes at same operative episode
666,6661,2,Excision or destruction of lesion of fallopian tube
666,6662,2,Salpingectomy with removal of tubal pregnancy
666,6669,1,Other partial salpingectomy
669,6691,1,Aspiration of fallopian tube
669,6692,1,Unilateral destruction or occlusion of fallopian tube
670,670,1,Dilation of cervical canal
671,6712,3,Other cervical biopsy
671,6711,1,Endocervical biopsy
673,6739,1,Other excision or destruction of lesion or tissue of cervix
681,6812,3,Hysteroscopy
681,6816,3,Closed biopsy of uterus
682,6829,10,Other excision or destruction of lesion of uterus
682,6824,3,Uterine artery embolization [UAE] with coils
682,6823,2,Endometrial ablation
682,6825,1,Uterine artery embolization [UAE] without coils
683,6839,7,Other and unspecified subtotal abdominal hysterectomy
684,6841,18,Laparoscopic total abdominal hysterectomy
684,6849,13,Other and unspecified total abdominal hysterectomy
685,6859,5,Other and unspecified vaginal hysterectomy
685,6851,3,Laparoscopically assisted vaginal hysterectomy (LAVH)
686,6869,1,Other and unspecified radical abdominal hysterectomy
690,6902,11,Dilation and curettage following delivery or abortion
690,6909,8,Other dilation and curettage
690,6901,1,Dilation and curettage for termination of pregnancy
691,6919,1,Other excision or destruction of uterus and supporting structures
692,6922,2,Other uterine suspension
695,6952,8,Aspiration curettage following delivery or abortion
695,6959,4,Other aspiration curettage of uterus
695,6951,1,Aspiration curettage of uterus for termination of pregnancy
697,697,3,Insertion of intrauterine contraceptive device
699,6991,1,Insertion of therapeutic device into uterus
6A4,6A4Z1ZZ,1,"Hypothermia, Multiple"
6A5,6A551Z3,6,"Pheresis of Plasma, Multiple"
6A5,6A551Z1,1,"Pheresis of Leukocytes, Multiple"
6A6,6A651ZZ,2,"Phototherapy, Circulatory, Multiple"
6AB,6ABT0BZ,1,"Perfusion of Urinary System Donor Organ, Single"
701,7014,1,Other vaginotomy
703,7032,1,Excision or destruction of lesion of cul-de-sac
703,7033,1,Excision or destruction of lesion of vagina
704,704,2,Obliteration and total excision of vagina
705,7050,5,Repair of cystocele and rectocele
705,7052,2,Repair of rectocele
705,7051,1,Repair of cystocele
705,7053,1,Repair of cystocele and rectocele with graft or prosthesis
705,7055,1,Repair of rectocele with graft or prosthesis
707,7077,3,Vaginal suspension and fixation
707,7073,2,Repair of rectovaginal fistula
707,7079,2,Other repair of vagina
708,708,2,Obliteration of vaginal vault
709,7092,1,Other operations on cul-de-sac
709,7094,1,Insertion of biological graft
709,7095,1,Insertion of synthetic graft or prosthesis
710,7109,2,Other incision of vulva and perineum
712,7122,1,Incision of Bartholin's gland (cyst)
713,713,1,Other local excision or destruction of vulva and perineum
716,7161,2,Unilateral vulvectomy
717,7171,2,Suture of laceration of vulva or perineum
717,7179,1,Other repair of vulva and perineum
720,720,1,Low forceps operation
727,7279,2,Other vacuum extraction
730,7309,13,Other artificial rupture of membranes
734,734,16,Medical induction of labor
735,7359,10,Other manually assisted delivery
736,736,1,Episiotomy
740,740,4,Classical cesarean section
741,741,29,Low cervical cesarean section
744,744,1,Cesarean section of other specified type
750,750,1,Intra-amniotic injection for abortion
753,7534,9,Other fetal monitoring
753,7532,4,Fetal EKG (scalp)
753,7535,4,Other diagnostic procedures on fetus and amnion
753,7537,1,Amnioinfusion
754,754,6,Manual removal of retained placenta
755,7551,1,Repair of current obstetric laceration of cervix
756,7569,13,Repair of other current obstetric laceration
756,7562,1,Repair of current obstetric laceration of rectum and sphincter ani
758,758,6,Obstetric tamponade of uterus or vagina
759,7592,1,Evacuation of other hematoma of vulva or vagina
762,762,1,Local excision or destruction of lesion of facial bone
767,7676,10,Open reduction of mandibular fracture
767,7675,5,Closed reduction of mandibular fracture
767,7674,2,Open reduction of maxillary fracture
767,7679,2,Other open reduction of facial fracture
767,7672,1,Open reduction of malar and zygomatic fracture
769,7692,2,Insertion of synthetic implant in facial bone
769,7691,1,Bone graft to facial bone
769,7693,1,Closed reduction of temporomandibular dislocation
771,7717,2,"Other incision of bone without division, tibia and fibula"
771,7719,1,"Other incision of bone without division, other bones"
773,7731,1,"Other division of bone, scapula, clavicle, and thorax [ribs and sternum]"
774,7749,18,"Biopsy of bone, other bones"
774,7745,5,"Biopsy of bone, femur"
774,7741,3,"Biopsy of bone, scapula, clavicle, and thorax [ribs and sternum]"
774,7742,3,"Biopsy of bone, humerus"
774,7748,3,"Biopsy of bone, tarsals and metatarsals"
774,7743,2,"Biopsy of bone, radius and ulna"
774,7746,1,"Biopsy of bone, patella"
774,7747,1,"Biopsy of bone, tibia and fibula"
775,7756,2,Repair of hammer toe
775,7751,1,Bunionectomy with soft tissue correction and osteotomy of the first metatarsal
775,7757,1,Repair of claw toe
776,7769,16,"Local excision of lesion or tissue of bone, other bones"
776,7768,15,"Local excision of lesion or tissue of bone, tarsals and metatarsals"
776,7767,9,"Local excision of lesion or tissue of bone, tibia and fibula"
776,7761,5,"Local excision of lesion or tissue of bone, scapula, clavicle, and thorax [ribs and sternum]"
776,7763,2,"Local excision of lesion or tissue of bone, radius and ulna"
776,7766,2,"Local excision of lesion or tissue of bone, patella"
776,7762,1,"Local excision of lesion or tissue of bone, humerus"
776,7765,1,"Local excision of lesion or tissue of bone, femur"
777,7779,62,"Excision of bone for graft, other bones"
777,7770,3,"Excision of bone for graft, unspecified site"
777,7775,1,"Excision of bone for graft, femur"
777,7777,1,"Excision of bone for graft, tibia and fibula"
777,7778,1,"Excision of bone for graft, tarsals and metatarsals"
778,7788,10,"Other partial ostectomy, tarsals and metatarsals"
778,7789,6,"Other partial ostectomy, other bones"
778,7781,3,"Other partial ostectomy, scapula, clavicle, and thorax [ribs and sternum]"
779,7791,1,"Total ostectomy, scapula, clavicle, and thorax [ribs and sternum]"
779,7798,1,"Total ostectomy, tarsals and metatarsals"
780,7802,3,"Bone graft, humerus"
780,7803,2,"Bone graft, radius and ulna"
780,7809,2,"Bone graft, other bones"
780,7804,1,"Bone graft, carpals and metacarpals"
780,7805,1,"Bone graft, femur"
780,7807,1,"Bone graft, tibia and fibula"
781,7817,16,"Application of external fixator device, tibia and fibula"
781,7818,4,"Application of external fixator device, tarsals and metatarsals"
781,7819,4,"Application of external fixator device, other bones"
781,7815,2,"Application of external fixator device, femur"
781,7816,2,"Application of external fixator device, patella"
781,7813,1,"Application of external fixator device, radius and ulna"
783,7835,1,"Limb lengthening procedures, femur"
784,7843,1,"Other repair or plastic operations on bone, radius and ulna"
785,7855,12,"Internal fixation of bone without fracture reduction, femur"
785,7859,4,"Internal fixation of bone without fracture reduction, other bones"
785,7852,2,"Internal fixation of bone without fracture reduction, humerus"
785,7853,2,"Internal fixation of bone without fracture reduction, radius and ulna"
785,7857,2,"Internal fixation of bone without fracture reduction, tibia and fibula"
785,7854,1,"Internal fixation of bone without fracture reduction, carpals and metacarpals"
785,7858,1,"Internal fixation of bone without fracture reduction, tarsals and metatarsals"
786,7867,20,"Removal of implanted devices from bone, tibia and fibula"
786,7865,12,"Removal of implanted devices from bone, femur"
786,7869,12,"Removal of implanted devices from bone, other bones"
786,7868,5,"Removal of implanted devices from bone, tarsals and metatarsals"
786,7863,3,"Removal of implanted devices from bone, radius and ulna"
786,7862,2,"Removal of implanted devices from bone, humerus"
786,7861,1,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum]"
786,7864,1,"Removal of implanted devices from bone, carpals and metacarpals"
786,7866,1,"Removal of implanted devices from bone, patella"
790,7906,24,"Closed reduction of fracture without internal fixation, tibia and fibula"
790,7902,18,"Closed reduction of fracture without internal fixation, radius and ulna"
790,7901,7,"Closed reduction of fracture without internal fixation, humerus"
790,7905,3,"Closed reduction of fracture without internal fixation, femur"
790,7904,2,"Closed reduction of fracture without internal fixation, phalanges of hand"
790,7909,2,"Closed reduction of fracture without internal fixation, other specified bone"
790,7907,1,"Closed reduction of fracture without internal fixation, tarsals and metatarsals"
791,7915,24,"Closed reduction of fracture with internal fixation, femur"
791,7916,5,"Closed reduction of fracture with internal fixation, tibia and fibula"
791,7911,1,"Closed reduction of fracture with internal fixation, humerus"
791,7912,1,"Closed reduction of fracture with internal fixation, radius and ulna"
791,7914,1,"Closed reduction of fracture with internal fixation, phalanges of hand"
791,7919,1,"Closed reduction of fracture with internal fixation, other specified bone"
792,7921,1,"Open reduction of fracture without internal fixation, humerus"
792,7926,1,"Open reduction of fracture without internal fixation, tibia and fibula"
792,7927,1,"Open reduction of fracture without internal fixation, tarsals and metatarsals"
792,7929,1,"Open reduction of fracture without internal fixation, other specified bone"
793,7936,72,"Open reduction of fracture with internal fixation, tibia and fibula"
793,7935,59,"Open reduction of fracture with internal fixation, femur"
793,7932,36,"Open reduction of fracture with internal fixation, radius and ulna"
793,7931,25,"Open reduction of fracture with internal fixation, humerus"
793,7939,11,"Open reduction of fracture with internal fixation, other specified bone"
793,7933,5,"Open reduction of fracture with internal fixation, carpals and metacarpals"
793,7937,3,"Open reduction of fracture with internal fixation, tarsals and metatarsals"
793,7934,2,"Open reduction of fracture with internal fixation, phalanges of hand"
796,7966,10,"Debridement of open fracture site, tibia and fibula"
796,7962,9,"Debridement of open fracture site, radius and ulna"
796,7965,5,"Debridement of open fracture site, femur"
796,7963,4,"Debridement of open fracture site, carpals and metacarpals"
796,7961,2,"Debridement of open fracture site, humerus"
796,7964,1,"Debridement of open fracture site, phalanges of hand"
796,7967,1,"Debridement of open fracture site, tarsals and metatarsals"
797,7975,6,Closed reduction of dislocation of hip
797,7971,3,Closed reduction of dislocation of shoulder
797,7974,2,Closed reduction of dislocation of hand and finger
797,7973,1,Closed reduction of dislocation of wrist
797,7976,1,Closed reduction of dislocation of knee
798,7987,7,Open reduction of dislocation of ankle
798,7984,2,Open reduction of dislocation of hand and finger
798,7983,1,Open reduction of dislocation of wrist
798,7985,1,Open reduction of dislocation of hip
798,7988,1,Open reduction of dislocation of foot and toe
798,7989,1,Open reduction of dislocation of other specified sites
800,8006,2,"Arthrotomy for removal of prosthesis without replacement, knee"
800,8002,1,"Arthrotomy for removal of prosthesis without replacement, elbow"
800,8005,1,"Arthrotomy for removal of prosthesis without replacement, hip"
801,8016,6,"Other arthrotomy, knee"
801,8012,2,"Other arthrotomy, elbow"
801,8013,1,"Other arthrotomy, wrist"
801,8014,1,"Other arthrotomy, hand and finger"
801,8015,1,"Other arthrotomy, hip"
803,8036,3,"Biopsy of joint structure, knee"
803,8031,1,"Biopsy of joint structure, shoulder"
803,8032,1,"Biopsy of joint structure, elbow"
803,8039,1,"Biopsy of joint structure, other specified sites"
804,8046,2,"Division of joint capsule, ligament, or cartilage, knee"
804,8041,1,"Division of joint capsule, ligament, or cartilage, shoulder"
805,8051,81,Excision of intervertebral disc
805,8054,1,Other and unspecified repair of the anulus fibrosus
807,8076,10,"Synovectomy, knee"
807,8072,2,"Synovectomy, elbow"
807,8073,2,"Synovectomy, wrist"
807,8074,1,"Synovectomy, hand and finger"
808,8082,4,"Other local excision or destruction of lesion of joint, elbow"
808,8081,3,"Other local excision or destruction of lesion of joint, shoulder"
808,8083,2,"Other local excision or destruction of lesion of joint, wrist"
808,8088,2,"Other local excision or destruction of lesion of joint, foot and toe"
808,8084,1,"Other local excision or destruction of lesion of joint, hand and finger"
808,8085,1,"Other local excision or destruction of lesion of joint, hip"
808,8086,1,"Other local excision or destruction of lesion of joint, knee"
808,8087,1,"Other local excision or destruction of lesion of joint, ankle"
809,8099,15,"Other excision of joint, other specified sites"
809,8098,3,"Other excision of joint, foot and toe"
810,8107,38,"Lumbar and lumbosacral fusion of the posterior column, posterior technique"
810,8102,29,"Other cervical fusion of the anterior column, anterior technique"
810,8106,27,"Lumbar and lumbosacral fusion of the anterior column, anterior technique"
810,8105,25,"Dorsal and dorsolumbar fusion of the posterior column, posterior technique"
810,8108,23,"Lumbar and lumbosacral fusion of the anterior column, posterior technique"
810,8103,21,"Other cervical fusion of the posterior column, posterior technique"
810,8104,8,"Dorsal and dorsolumbar fusion of the anterior column, anterior technique"
810,8101,1,Atlas-axis spinal fusion
811,8112,3,Triple arthrodesis
811,8117,3,Other fusion of foot
811,8111,1,Ankle fusion
811,8114,1,Midtarsal fusion
811,8116,1,Metatarsophalangeal fusion
811,8118,1,Subtalar joint arthroereisis
813,8137,10,"Refusion of lumbar and lumbosacral spine, posterior column, posterior technique"
813,8132,1,"Refusion of other cervical spine, anterior column, anterior technique"
813,8133,1,"Refusion of other cervical spine, posterior column, posterior technique"
813,8135,1,"Refusion of dorsal and dorsolumbar spine, posterior column, posterior technique"
814,8147,9,Other repair of knee
814,8140,1,"Repair of hip, not elsewhere classified"
814,8144,1,Patellar stabilization
814,8149,1,Other repair of ankle
815,8154,85,Total knee replacement
815,8151,60,Total hip replacement
815,8152,27,Partial hip replacement
816,8162,101,Fusion or refusion of 2-3 vertebrae
816,8163,42,Fusion or refusion of 4-8 vertebrae
816,8164,4,Fusion or refusion of 9 or more vertebrae
816,8166,4,Percutaneous vertebral augmentation
816,8165,2,Percutaneous vertebroplasty
817,8175,1,Arthroplasty of carpocarpal or carpometacarpal joint without implant
817,8179,1,"Other repair of hand, fingers, and wrist"
818,8181,4,Partial shoulder replacement
818,8180,3,Other total shoulder replacement
818,8184,2,Total elbow replacement
818,8183,1,Other repair of shoulder
818,8188,1,Reverse total shoulder replacement
819,8191,74,Arthrocentesis
819,8192,9,Injection of therapeutic substance into joint or ligament
819,8193,1,Suture of capsule or ligament of upper extremity
819,8197,1,Revision of joint replacement of upper extremity
820,8201,3,Exploration of tendon sheath of hand
820,8209,2,Other incision of soft tissue of hand
822,8229,4,Excision of other lesion of soft tissue of hand
822,8221,1,Excision of lesion of tendon sheath of hand
823,8236,2,Other myectomy of hand
823,8233,1,Other tenonectomy of hand
824,8241,2,Suture of tendon sheath of hand
824,8246,2,Suture of muscle or fascia of hand
824,8245,1,Other suture of other tendon of hand
825,8256,2,Other hand tendon transfer or transplantation
825,8255,1,Other change in hand muscle or tendon length
828,8285,1,Other tenodesis of hand
828,8286,1,Other tenoplasty of hand
829,8291,3,Lysis of adhesions of hand
830,8309,7,Other incision of soft tissue
831,8314,7,Fasciotomy
831,8313,2,Other tenotomy
831,8319,1,Other division of soft tissue
832,8321,14,Open biopsy of soft tissue
833,8339,27,Excision of lesion of other soft tissue
833,8332,2,Excision of lesion of muscle
834,8345,13,Other myectomy
834,8342,3,Other tenonectomy
834,8344,3,Other fasciectomy
834,8343,2,Excision of muscle or fascia for graft
835,835,3,Bursectomy
836,8364,5,Other suture of tendon
836,8365,3,Other suture of muscle or fascia
836,8363,1,Rotator cuff repair
837,8375,2,Tendon transfer or transplantation
838,8388,7,Other plastic operations on tendon
838,8382,6,Graft of muscle or fascia
838,8385,5,Other change in muscle or tendon length
839,8395,8,Aspiration of other soft tissue
839,8394,2,Aspiration of bursa
839,8391,1,"Lysis of adhesions of muscle, tendon, fascia, and bursa"
840,8401,3,Amputation and disarticulation of finger
841,8411,28,Amputation of toe
841,8415,13,Other amputation below knee
841,8412,6,Amputation through foot
841,8417,5,Amputation above knee
842,8421,1,Thumb reattachment
843,843,7,Revision of amputation stump
845,8451,53,Insertion of interbody spinal fusion device
845,8452,38,Insertion of recombinant bone morphogenetic protein
845,8456,6,Insertion or replacement of (cement) spacer
845,8457,2,Removal of (cement) spacer
845,8455,1,Insertion of bone void filler
847,8472,10,"Application of external fixator device, ring system"
847,8471,6,"Application of external fixator device, monoplanar system"
848,8480,1,Insertion or replacement of interspinous process device(s)
849,8494,1,Insertion of sternal fixation device with rigid plates
850,850,4,Mastotomy
852,8521,2,Local excision of lesion of breast
852,8522,1,Resection of quadrant of breast
853,8534,3,Other unilateral subcutaneous mammectomy
853,8536,2,Other bilateral subcutaneous mammectomy
853,8532,1,Bilateral reduction mammoplasty
854,8543,5,Unilateral extended simple mastectomy
854,8542,3,Bilateral simple mastectomy
854,8541,1,Unilateral simple mastectomy
854,8544,1,Bilateral extended simple mastectomy
855,8553,2,Unilateral breast implant
857,8574,11,"Deep inferior epigastric artery perforator (DIEP) flap, free"
857,8571,2,Latissimus dorsi myocutaneous flap
857,857,1,Total breast reconstruct
858,8584,3,Pedicle graft to breast
858,8589,2,Other mammoplasty
859,8591,3,Aspiration of breast
859,8594,3,Removal of implant of breast
859,8595,3,Insertion of breast tissue expander
859,8596,3,Removal of breast tissue expander
860,8604,85,Other incision with drainage of skin and subcutaneous tissue
860,8605,31,Incision with removal of foreign body or device from skin and subcutaneous tissue
860,8607,24,Insertion of totally implantable vascular access device [VAD]
860,8601,13,Aspiration of skin and subcutaneous tissue
860,8609,6,Other incision of skin and subcutaneous tissue
860,8606,3,Insertion of totally implantable infusion pump
861,8611,44,Closed biopsy of skin and subcutaneous tissue
862,8622,66,"Excisional debridement of wound, infection, or burn"
862,8628,61,"Nonexcisional debridement of wound, infection or burn"
862,8623,2,"Removal of nail, nail bed, or nail fold"
862,8627,2,"Debridement of nail, nail bed, or nail fold"
862,8624,1,Chemosurgery of skin
863,863,24,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue
864,864,5,Radical excision of skin lesion
865,8659,66,Closure of skin and subcutaneous tissue of other sites
866,8669,19,Other skin graft to other sites
866,8662,2,Other skin graft to hand
866,8661,1,Full-thickness skin graft to hand
866,8667,1,Dermal regenerative graft
867,8674,14,Attachment of pedicle or flap graft to other sites
867,8672,5,Advancement of pedicle graft
867,8670,1,"Pedicle or flap graft, not otherwise specified"
867,8673,1,Attachment of pedicle or flap graft to hand
868,8683,9,Size reduction plastic operation
868,8687,5,Fat graft of skin and subcutaneous tissue
868,8689,2,Other repair and reconstruction of skin and subcutaneous tissue
869,8693,2,Insertion of tissue expander
869,8696,1,Insertion or replacement of other neurostimulator pulse generator
870,8703,38,Computerized axial tomography of head
871,8717,1,Other x-ray of skull
872,8724,6,Other x-ray of lumbosacral spine
872,8721,2,Contrast myelogram
872,8722,2,Other x-ray of cervical spine
872,8723,1,Other x-ray of thoracic spine
874,8744,113,"Routine chest x-ray, so described"
874,8741,11,Computerized axial tomography of thorax
874,8743,1,"X-ray of ribs, sternum, and clavicle"
875,8754,25,Other cholangiogram
875,8751,23,Percutaneous hepatic cholangiogram
875,8753,11,Intraoperative cholangiogram
876,8764,2,Lower GI series
876,8761,1,Barium swallow
876,8769,1,Other digestive tract x-ray
877,8774,8,Retrograde pyelogram
877,8775,5,Percutaneous pyelogram
877,8777,2,Other cystogram
880,8801,23,Computerized axial tomography of abdomen
881,8819,13,Other x-ray of abdomen
881,8814,1,Retroperitoneal fistulogram
882,8826,10,Other skeletal x-ray of pelvis and hip
882,8827,8,"Skeletal x-ray of thigh, knee, and lower leg"
882,8821,3,Skeletal x-ray of shoulder and upper arm
882,8823,3,Skeletal x-ray of wrist and hand
882,8828,2,Skeletal x-ray of ankle and foot
882,8822,1,Skeletal x-ray of elbow and forearm
883,8838,31,Other computerized axial tomography
883,8832,1,Contrast arthrogram
883,8835,1,Other soft tissue x-ray of upper limb
884,8848,115,Arteriography of femoral and other lower extremity arteries
884,8842,106,Aortography
884,8841,77,Arteriography of cerebral arteries
884,8847,50,Arteriography of other intra-abdominal arteries
884,8849,26,Arteriography of other specified sites
884,8843,13,Arteriography of pulmonary arteries
884,8845,9,Arteriography of renal arteries
884,8844,3,Arteriography of other intrathoracic vessels
885,8856,394,Coronary arteriography using two catheters
885,8853,57,Angiocardiography of left heart structures
885,8855,47,Coronary arteriography using a single catheter
885,8857,21,Other and unspecified coronary arteriography
885,8852,19,Angiocardiography of right heart structures
885,8851,14,Angiocardiography of venae cavae
885,8854,3,Combined right and left heart angiocardiography
885,8850,1,"Angiocardiography, not otherwise specified"
886,8864,7,Phlebography of the portal venous system using contrast material
886,8867,7,Phlebography of other specified sites using contrast material
886,8862,1,Phlebography of pulmonary veins using contrast material
886,8865,1,Phlebography of other Intra-Abdominal veins using contrast material
887,8872,180,Diagnostic ultrasound of heart
887,8874,30,Diagnostic ultrasound of digestive system
887,8876,11,Diagnostic ultrasound of abdomen and retroperitoneum
887,8873,9,Diagnostic ultrasound of other sites of thorax
887,8878,2,Diagnostic ultrasound of gravid uterus
887,8871,1,Diagnostic ultrasound of head and neck
887,8877,1,Diagnostic ultrasound of peripheral vascular system
887,8879,1,Other diagnostic ultrasound
889,8891,12,Magnetic resonance imaging of brain and brain stem
889,8893,3,Magnetic resonance imaging of spinal canal
889,8897,1,Magnetic resonance imaging of other and unspecified sites
891,8919,33,Video and radio-telemetered electroencephalographic monitoring
891,8914,4,Electroencephalogram
892,8926,1,Gynecological examination
893,8938,157,Other nonoperative respiratory measurements
893,8932,1,Esophageal manometry
893,8934,1,Digital examination of rectum
894,8945,14,Artificial pacemaker rate check
894,8949,14,Automatic implantable cardioverter/defibrillator (AICD) check
894,8941,4,Cardiovascular stress test using treadmill
894,8944,4,Other cardiovascular stress test
895,8952,125,Electrocardiogram
895,8959,2,Other nonoperative cardiac and vascular measurements
895,8950,1,Ambulatory cardiac monitoring
895,8951,1,Rhythm electrocardiogram
896,8964,20,Pulmonary artery wedge monitoring
896,8968,5,Monitoring of cardiac output by other technique
896,8960,3,Continuous intra-arterial blood gas monitoring
896,8961,3,Systemic arterial pressure monitoring
896,8962,2,Central venous pressure monitoring
896,8963,1,Pulmonary artery pressure monitoring
8E0,8E0W4CZ,45,"Robotic Assisted Procedure of Trunk Region, Percutaneous Endoscopic Approach"
8E0,8E09XBZ,11,Computer Assisted Procedure of Head and Neck Region
8E0,8E0W0CZ,1,"Robotic Assisted Procedure of Trunk Region, Open Approach"
8E0,8E0W8CZ,1,"Robotic Assisted Procedure of Trunk Region, Via Natural or Artificial Opening Endoscopic"
8E0,8E0WXBG,1,"Computer Assisted Procedure of Trunk Region, With Computerized Tomography"
8E0,8E0YXBG,1,"Computer Assisted Procedure of Lower Extremity, With Computerized Tomography"
8E0,8E0YXY8,1,Suture Removal from Lower Extremity
