block,frequency,n_hadm,icd_code,long_title
V12,27616,31545,V122XXA,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V12,27616,31545,V122XXD,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V12,27616,31545,V122XXS,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V12,27616,31545,V123,Personal history of diseases of blood and blood-forming organs
V12,27616,31545,V123,Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle
V12,27616,31545,V123XXA,"Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle, initial encounter"
V12,27616,31545,V123XXD,"Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle, subsequent encounter"
V12,27616,31545,V123XXS,"Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle, sequela"
V12,27616,31545,V124,Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident
V12,27616,31545,V1240,Personal history of unspecified disorder of nervous system and sense organs
V12,27616,31545,V1241,Personal history of benign neoplasm of the brain
V12,27616,31545,V1242,Personal history of infections of the central nervous system
V12,27616,31545,V1249,Personal history of other disorders of nervous system and sense organs
V12,27616,31545,V124XXA,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V12,27616,31545,V124XXD,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V12,27616,31545,V124XXS,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V12,27616,31545,V125,Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident
V12,27616,31545,V1250,Personal history of unspecified circulatory disease
V12,27616,31545,V1251,Personal history of venous thrombosis and embolism
V12,27616,31545,V1252,Personal history of thrombophlebitis
V12,27616,31545,V1253,Personal history of sudden cardiac arrest
V12,27616,31545,V1254,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
V12,27616,31545,V1255,Personal history of pulmonary embolism
V12,27616,31545,V1259,Personal history of other diseases of circulatory system
V12,27616,31545,V125XXA,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V12,27616,31545,V125XXD,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V12,27616,31545,V125XXS,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V12,27616,31545,V1260,Personal history of unspecified disease of respiratory system
V12,27616,31545,V1261,Personal history of pneumonia (recurrent)
V12,27616,31545,V1269,Personal history of other diseases of respiratory system
V12,27616,31545,V127,Personal history of digestive disease
V12,27616,31545,V1270,Personal history of unspecified digestive disease
V12,27616,31545,V1271,Personal history of peptic ulcer disease
V12,27616,31545,V1272,Personal history of colonic polyps
V12,27616,31545,V1279,Personal history of other diseases of digestive system
V12,27616,31545,V129,Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident
V12,27616,31545,V129XXA,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V12,27616,31545,V129XXD,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V12,27616,31545,V129XXS,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
I25,27164,50432,I25,Chronic ischemic heart disease
I25,27164,50432,I251,Atherosclerotic heart disease of native coronary artery
I25,27164,50432,I2510,Atherosclerotic heart disease of native coronary artery without angina pectoris
I25,27164,50432,I2511,Atherosclerotic heart disease of native coronary artery with angina pectoris
I25,27164,50432,I25110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris
I25,27164,50432,I25111,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm
I25,27164,50432,I25112,Atherosclerosic heart disease of native coronary artery with refractory angina pectoris
I25,27164,50432,I25118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris
I25,27164,50432,I25119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris
I25,27164,50432,I252,Old myocardial infarction
I25,27164,50432,I253,Aneurysm of heart
I25,27164,50432,I254,Coronary artery aneurysm and dissection
I25,27164,50432,I2541,Coronary artery aneurysm
I25,27164,50432,I2542,Coronary artery dissection
I25,27164,50432,I255,Ischemic cardiomyopathy
I25,27164,50432,I256,Silent myocardial ischemia
I25,27164,50432,I257,Atherosclerosis of coronary artery bypass graft(s) and coronary artery of transplanted heart with angina pectoris
I25,27164,50432,I2570,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with angina pectoris"
I25,27164,50432,I25700,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris"
I25,27164,50432,I25701,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with angina pectoris with documented spasm"
I25,27164,50432,I25702,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with refractory angina pectoris"
I25,27164,50432,I25708,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with other forms of angina pectoris"
I25,27164,50432,I25709,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unspecified angina pectoris"
I25,27164,50432,I2571,Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris
I25,27164,50432,I25710,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris
I25,27164,50432,I25711,Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris with documented spasm
I25,27164,50432,I25712,Atherosclerosis of autologous vein coronary artery bypass graft(s) with refractory angina pectoris
I25,27164,50432,I25718,Atherosclerosis of autologous vein coronary artery bypass graft(s) with other forms of angina pectoris
I25,27164,50432,I25719,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unspecified angina pectoris
I25,27164,50432,I2572,Atherosclerosis of autologous artery coronary artery bypass graft(s) with angina pectoris
I25,27164,50432,I25720,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris
I25,27164,50432,I25721,Atherosclerosis of autologous artery coronary artery bypass graft(s) with angina pectoris with documented spasm
I25,27164,50432,I25722,Atherosclerosis of autologous artery coronary artery bypass graft(s) with refractory angina pectoris
I25,27164,50432,I25728,Atherosclerosis of autologous artery coronary artery bypass graft(s) with other forms of angina pectoris
I25,27164,50432,I25729,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unspecified angina pectoris
I25,27164,50432,I2573,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with angina pectoris
I25,27164,50432,I25730,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris
I25,27164,50432,I25731,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with angina pectoris with documented spasm
I25,27164,50432,I25732,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with refractory angina pectoris
I25,27164,50432,I25738,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with other forms of angina pectoris
I25,27164,50432,I25739,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unspecified angina pectoris
I25,27164,50432,I2575,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris
I25,27164,50432,I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina
I25,27164,50432,I25751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm
I25,27164,50432,I25752,Atherosclerosis of native coronary artery of transplanted heart with refractory angina pectoris
I25,27164,50432,I25758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris
I25,27164,50432,I25759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris
I25,27164,50432,I2576,Atherosclerosis of bypass graft of coronary artery of transplanted heart with angina pectoris
I25,27164,50432,I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina
I25,27164,50432,I25761,Atherosclerosis of bypass graft of coronary artery of transplanted heart with angina pectoris with documented spasm
I25,27164,50432,I25762,Atherosclerosis of bypass graft of coronary artery of transplanted heart with refractory angina pectoris
I25,27164,50432,I25768,Atherosclerosis of bypass graft of coronary artery of transplanted heart with other forms of angina pectoris
I25,27164,50432,I25769,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unspecified angina pectoris
I25,27164,50432,I2579,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris
I25,27164,50432,I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris
I25,27164,50432,I25791,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris with documented spasm
I25,27164,50432,I25792,Atherosclerosis of other coronary artery bypass graft(s) with refractory angina pectoris
I25,27164,50432,I25798,Atherosclerosis of other coronary artery bypass graft(s) with other forms of angina pectoris
I25,27164,50432,I25799,Atherosclerosis of other coronary artery bypass graft(s) with unspecified angina pectoris
I25,27164,50432,I258,Other forms of chronic ischemic heart disease
I25,27164,50432,I2581,Atherosclerosis of other coronary vessels without angina pectoris
I25,27164,50432,I25810,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris
I25,27164,50432,I25811,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris
I25,27164,50432,I25812,Atherosclerosis of bypass graft of coronary artery of transplanted heart without angina pectoris
I25,27164,50432,I2582,Chronic total occlusion of coronary artery
I25,27164,50432,I2583,Coronary atherosclerosis due to lipid rich plaque
I25,27164,50432,I2584,Coronary atherosclerosis due to calcified coronary lesion
I25,27164,50432,I2589,Other forms of chronic ischemic heart disease
I25,27164,50432,I259,"Chronic ischemic heart disease, unspecified"
780,27081,35661,7800,Alteration of consciousness
780,27081,35661,78001,Coma
780,27081,35661,78002,Transient alteration of awareness
780,27081,35661,78003,Persistent vegetative state
780,27081,35661,78009,Other alteration of consciousness
780,27081,35661,7801,Hallucinations
780,27081,35661,7802,Syncope and collapse
780,27081,35661,78031,"Febrile convulsions (simple), unspecified"
780,27081,35661,78032,Complex febrile convulsions
780,27081,35661,78033,Post traumatic seizures
780,27081,35661,78039,Other convulsions
780,27081,35661,7804,Dizziness and giddiness
780,27081,35661,78050,"Sleep disturbance, unspecified"
780,27081,35661,78051,"Insomnia with sleep apnea, unspecified"
780,27081,35661,78052,"Insomnia, unspecified"
780,27081,35661,78053,"Hypersomnia with sleep apnea, unspecified"
780,27081,35661,78054,"Hypersomnia, unspecified"
780,27081,35661,78055,"Disruption of 24 hour sleep wake cycle, unspecified"
780,27081,35661,78056,Dysfunctions associated with sleep stages or arousal from sleep
780,27081,35661,78057,Unspecified sleep apnea
780,27081,35661,78058,"Sleep related movement disorder, unspecified"
780,27081,35661,78059,Other sleep disturbances
780,27081,35661,7806,Fever
780,27081,35661,78060,"Fever, unspecified"
780,27081,35661,78061,Fever presenting with conditions classified elsewhere
780,27081,35661,78062,Postprocedural fever
780,27081,35661,78063,Postvaccination fever
780,27081,35661,78064,Chills (without fever)
780,27081,35661,78065,Hypothermia not associated with low environmental temperature
780,27081,35661,78066,Febrile nonhemolytic transfusion reaction
780,27081,35661,78071,Chronic fatigue syndrome
780,27081,35661,78072,Functional quadriplegia
780,27081,35661,78079,Other malaise and fatigue
780,27081,35661,7808,Generalized hyperhidrosis
780,27081,35661,78091,Fussy infant (baby)
780,27081,35661,78092,Excessive crying of infant (baby)
780,27081,35661,78093,Memory loss
780,27081,35661,78094,Early satiety
780,27081,35661,78095,"Excessive crying of child, adolescent, or adult"
780,27081,35661,78096,Generalized pain
780,27081,35661,78097,Altered mental status
780,27081,35661,78099,Other general symptoms
244,25873,30563,2440,Postsurgical hypothyroidism
244,25873,30563,2441,Other postablative hypothyroidism
244,25873,30563,2442,Iodine hypothyroidism
244,25873,30563,2443,Other iatrogenic hypothyroidism
244,25873,30563,2448,Other specified acquired hypothyroidism
244,25873,30563,2449,Unspecified acquired hypothyroidism
300,25134,30722,30000,"Anxiety state, unspecified"
300,25134,30722,30001,Panic disorder without agoraphobia
300,25134,30722,30002,Generalized anxiety disorder
300,25134,30722,30009,Other anxiety states
300,25134,30722,30010,"Hysteria, unspecified"
300,25134,30722,30011,Conversion disorder
300,25134,30722,30012,Dissociative amnesia
300,25134,30722,30013,Dissociative fugue
300,25134,30722,30014,Dissociative identity disorder
300,25134,30722,30015,"Dissociative disorder or reaction, unspecified"
300,25134,30722,30016,Factitious disorder with predominantly psychological signs and symptoms
300,25134,30722,30019,Other and unspecified factitious illness
300,25134,30722,30020,"Phobia, unspecified"
300,25134,30722,30021,Agoraphobia with panic disorder
300,25134,30722,30022,Agoraphobia without mention of panic attacks
300,25134,30722,30023,Social phobia
300,25134,30722,30029,Other isolated or specific phobias
300,25134,30722,3003,Obsessive-compulsive disorders
300,25134,30722,3004,Dysthymic disorder
300,25134,30722,3005,Neurasthenia
300,25134,30722,3006,Depersonalization disorder
300,25134,30722,3007,Hypochondriasis
300,25134,30722,30081,Somatization disorder
300,25134,30722,30082,Undifferentiated somatoform disorder
300,25134,30722,30089,Other somatoform disorders
300,25134,30722,3009,Unspecified nonpsychotic mental disorder
Z68,23934,42939,Z68,Body mass index [BMI]
Z68,23934,42939,Z681,"Body mass index [BMI] 19.9 or less, adult"
Z68,23934,42939,Z682,"Body mass index [BMI] 20-29, adult"
Z68,23934,42939,Z6820,"Body mass index [BMI] 20.0-20.9, adult"
Z68,23934,42939,Z6821,"Body mass index [BMI] 21.0-21.9, adult"
Z68,23934,42939,Z6822,"Body mass index [BMI] 22.0-22.9, adult"
Z68,23934,42939,Z6823,"Body mass index [BMI] 23.0-23.9, adult"
Z68,23934,42939,Z6824,"Body mass index [BMI] 24.0-24.9, adult"
Z68,23934,42939,Z6825,"Body mass index [BMI] 25.0-25.9, adult"
Z68,23934,42939,Z6826,"Body mass index [BMI] 26.0-26.9, adult"
Z68,23934,42939,Z6827,"Body mass index [BMI] 27.0-27.9, adult"
Z68,23934,42939,Z6828,"Body mass index [BMI] 28.0-28.9, adult"
Z68,23934,42939,Z6829,"Body mass index [BMI] 29.0-29.9, adult"
Z68,23934,42939,Z683,"Body mass index [BMI] 30-39, adult"
Z68,23934,42939,Z6830,"Body mass index [BMI] 30.0-30.9, adult"
Z68,23934,42939,Z6831,"Body mass index [BMI] 31.0-31.9, adult"
Z68,23934,42939,Z6832,"Body mass index [BMI] 32.0-32.9, adult"
Z68,23934,42939,Z6833,"Body mass index [BMI] 33.0-33.9, adult"
Z68,23934,42939,Z6834,"Body mass index [BMI] 34.0-34.9, adult"
Z68,23934,42939,Z6835,"Body mass index [BMI] 35.0-35.9, adult"
Z68,23934,42939,Z6836,"Body mass index [BMI] 36.0-36.9, adult"
Z68,23934,42939,Z6837,"Body mass index [BMI] 37.0-37.9, adult"
Z68,23934,42939,Z6838,"Body mass index [BMI] 38.0-38.9, adult"
Z68,23934,42939,Z6839,"Body mass index [BMI] 39.0-39.9, adult"
Z68,23934,42939,Z684,"Body mass index [BMI] 40 or greater, adult"
Z68,23934,42939,Z6841,"Body mass index [BMI] 40.0-44.9, adult"
Z68,23934,42939,Z6842,"Body mass index [BMI] 45.0-49.9, adult"
Z68,23934,42939,Z6843,"Body mass index [BMI] 50.0-59.9, adult"
Z68,23934,42939,Z6844,"Body mass index [BMI] 60.0-69.9, adult"
Z68,23934,42939,Z6845,"Body mass index [BMI] 70 or greater, adult"
Z68,23934,42939,Z685,Body mass index [BMI] pediatric
Z68,23934,42939,Z6851,"Body mass index [BMI] pediatric, less than 5th percentile for age"
Z68,23934,42939,Z6852,"Body mass index [BMI] pediatric, 5th percentile to less than 85th percentile for age"
Z68,23934,42939,Z6853,"Body mass index [BMI] pediatric, 85th percentile to less than 95th percentile for age"
Z68,23934,42939,Z6854,"Body mass index [BMI] pediatric, greater than or equal to 95th percentile for age"
F32,23511,46980,F32,Depressive episode
F32,23511,46980,F320,"Major depressive disorder, single episode, mild"
F32,23511,46980,F321,"Major depressive disorder, single episode, moderate"
F32,23511,46980,F322,"Major depressive disorder, single episode, severe without psychotic features"
F32,23511,46980,F323,"Major depressive disorder, single episode, severe with psychotic features"
F32,23511,46980,F324,"Major depressive disorder, single episode, in partial remission"
F32,23511,46980,F325,"Major depressive disorder, single episode, in full remission"
F32,23511,46980,F328,Other depressive episodes
F32,23511,46980,F3281,Premenstrual dysphoric disorder
F32,23511,46980,F3289,Other specified depressive episodes
F32,23511,46980,F329,"Major depressive disorder, single episode, unspecified"
F32,23511,46980,F32A,"Depression, unspecified"
I50,23451,42990,I50,Heart failure
I50,23451,42990,I501,"Left ventricular failure, unspecified"
I50,23451,42990,I502,Systolic (congestive) heart failure
I50,23451,42990,I5020,Unspecified systolic (congestive) heart failure
I50,23451,42990,I5021,Acute systolic (congestive) heart failure
I50,23451,42990,I5022,Chronic systolic (congestive) heart failure
I50,23451,42990,I5023,Acute on chronic systolic (congestive) heart failure
I50,23451,42990,I503,Diastolic (congestive) heart failure
I50,23451,42990,I5030,Unspecified diastolic (congestive) heart failure
I50,23451,42990,I5031,Acute diastolic (congestive) heart failure
I50,23451,42990,I5032,Chronic diastolic (congestive) heart failure
I50,23451,42990,I5033,Acute on chronic diastolic (congestive) heart failure
I50,23451,42990,I504,Combined systolic (congestive) and diastolic (congestive) heart failure
I50,23451,42990,I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure
I50,23451,42990,I5041,Acute combined systolic (congestive) and diastolic (congestive) heart failure
I50,23451,42990,I5042,Chronic combined systolic (congestive) and diastolic (congestive) heart failure
I50,23451,42990,I5043,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure
I50,23451,42990,I508,Other heart failure
I50,23451,42990,I5081,Right heart failure
I50,23451,42990,I50810,"Right heart failure, unspecified"
I50,23451,42990,I50811,Acute right heart failure
I50,23451,42990,I50812,Chronic right heart failure
I50,23451,42990,I50813,Acute on chronic right heart failure
I50,23451,42990,I50814,Right heart failure due to left heart failure
I50,23451,42990,I5082,Biventricular heart failure
I50,23451,42990,I5083,High output heart failure
I50,23451,42990,I5084,End stage heart failure
I50,23451,42990,I5089,Other heart failure
I50,23451,42990,I509,"Heart failure, unspecified"
N18,23359,43475,N18,Chronic kidney disease (CKD)
N18,23359,43475,N181,"Chronic kidney disease, stage 1"
N18,23359,43475,N182,"Chronic kidney disease, stage 2 (mild)"
N18,23359,43475,N183,"Chronic kidney disease, stage 3 (moderate)"
N18,23359,43475,N1830,"Chronic kidney disease, stage 3 unspecified"
N18,23359,43475,N1831,"Chronic kidney disease, stage 3a"
N18,23359,43475,N1832,"Chronic kidney disease, stage 3b"
N18,23359,43475,N184,"Chronic kidney disease, stage 4 (severe)"
N18,23359,43475,N185,"Chronic kidney disease, stage 5"
N18,23359,43475,N186,End stage renal disease
N18,23359,43475,N189,"Chronic kidney disease, unspecified"
I48,22475,42717,I48,Atrial fibrillation and flutter
I48,22475,42717,I480,Paroxysmal atrial fibrillation
I48,22475,42717,I481,Persistent atrial fibrillation
I48,22475,42717,I4811,Longstanding persistent atrial fibrillation
I48,22475,42717,I4819,Other persistent atrial fibrillation
I48,22475,42717,I482,Chronic atrial fibrillation
I48,22475,42717,I4820,"Chronic atrial fibrillation, unspecified"
I48,22475,42717,I4821,Permanent atrial fibrillation
I48,22475,42717,I483,Typical atrial flutter
I48,22475,42717,I484,Atypical atrial flutter
I48,22475,42717,I489,Unspecified atrial fibrillation and atrial flutter
I48,22475,42717,I4891,Unspecified atrial fibrillation
I48,22475,42717,I4892,Unspecified atrial flutter
N17,22226,40730,N17,Acute kidney failure
N17,22226,40730,N170,Acute kidney failure with tubular necrosis
N17,22226,40730,N171,Acute kidney failure with acute cortical necrosis
N17,22226,40730,N172,Acute kidney failure with medullary necrosis
N17,22226,40730,N178,Other acute kidney failure
N17,22226,40730,N179,"Acute kidney failure, unspecified"
493,21659,26595,49300,"Extrinsic asthma, unspecified"
493,21659,26595,49301,Extrinsic asthma with status asthmaticus
493,21659,26595,49302,Extrinsic asthma with (acute) exacerbation
493,21659,26595,49310,"Intrinsic asthma, unspecified"
493,21659,26595,49311,Intrinsic asthma with status asthmaticus
493,21659,26595,49312,Intrinsic asthma with (acute) exacerbation
493,21659,26595,49320,"Chronic obstructive asthma, unspecified"
493,21659,26595,49321,Chronic obstructive asthma with status asthmaticus
493,21659,26595,49322,Chronic obstructive asthma with (acute) exacerbation
493,21659,26595,49381,Exercise induced bronchospasm
493,21659,26595,49382,Cough variant asthma
493,21659,26595,49390,"Asthma, unspecified type, unspecified"
493,21659,26595,49391,"Asthma, unspecified type, with status asthmaticus"
493,21659,26595,49392,"Asthma, unspecified type, with (acute) exacerbation"
Z86,21413,42511,Z86,Personal history of certain other diseases
Z86,21413,42511,Z860,Personal history of in-situ and benign neoplasms and neoplasms of uncertain behavior
Z86,21413,42511,Z8600,Personal history of in-situ neoplasm
Z86,21413,42511,Z86000,Personal history of in-situ neoplasm of breast
Z86,21413,42511,Z86001,Personal history of in-situ neoplasm of cervix uteri
Z86,21413,42511,Z86002,Personal history of in-situ neoplasm of other and unspecified genital organs
Z86,21413,42511,Z86003,"Personal history of in-situ neoplasm of oral cavity, esophagus and stomach"
Z86,21413,42511,Z86004,Personal history of in-situ neoplasm of other and unspecified digestive organs
Z86,21413,42511,Z86005,Personal history of in-situ neoplasm of middle ear and respiratory system
Z86,21413,42511,Z86006,Personal history of melanoma in-situ
Z86,21413,42511,Z86007,Personal history of in-situ neoplasm of skin
Z86,21413,42511,Z86008,Personal history of in-situ neoplasm of other site
Z86,21413,42511,Z8601,Personal history of benign neoplasm
Z86,21413,42511,Z86010,Personal history of colonic polyps
Z86,21413,42511,Z86011,Personal history of benign neoplasm of the brain
Z86,21413,42511,Z86012,Personal history of benign carcinoid tumor
Z86,21413,42511,Z86018,Personal history of other benign neoplasm
Z86,21413,42511,Z8603,Personal history of neoplasm of uncertain behavior
Z86,21413,42511,Z861,Personal history of infectious and parasitic diseases
Z86,21413,42511,Z8611,Personal history of tuberculosis
Z86,21413,42511,Z8612,Personal history of poliomyelitis
Z86,21413,42511,Z8613,Personal history of malaria
Z86,21413,42511,Z8614,Personal history of Methicillin resistant Staphylococcus aureus infection
Z86,21413,42511,Z8615,Personal history of latent tuberculosis infection
Z86,21413,42511,Z8616,Personal history of COVID-19
Z86,21413,42511,Z8619,Personal history of other infectious and parasitic diseases
Z86,21413,42511,Z862,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
Z86,21413,42511,Z863,"Personal history of endocrine, nutritional and metabolic diseases"
Z86,21413,42511,Z8631,Personal history of diabetic foot ulcer
Z86,21413,42511,Z8632,Personal history of gestational diabetes
Z86,21413,42511,Z8639,"Personal history of other endocrine, nutritional and metabolic disease"
Z86,21413,42511,Z865,Personal history of mental and behavioral disorders
Z86,21413,42511,Z8651,Personal history of combat and operational stress reaction
Z86,21413,42511,Z8659,Personal history of other mental and behavioral disorders
Z86,21413,42511,Z866,Personal history of diseases of the nervous system and sense organs
Z86,21413,42511,Z8661,Personal history of infections of the central nervous system
Z86,21413,42511,Z8669,Personal history of other diseases of the nervous system and sense organs
Z86,21413,42511,Z867,Personal history of diseases of the circulatory system
Z86,21413,42511,Z8671,Personal history of venous thrombosis and embolism
Z86,21413,42511,Z86711,Personal history of pulmonary embolism
Z86,21413,42511,Z86718,Personal history of other venous thrombosis and embolism
Z86,21413,42511,Z8672,Personal history of thrombophlebitis
Z86,21413,42511,Z8673,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
Z86,21413,42511,Z8674,Personal history of sudden cardiac arrest
Z86,21413,42511,Z8679,Personal history of other diseases of the circulatory system
599,21162,23812,5990,"Urinary tract infection, site not specified"
599,21162,23812,5991,Urethral fistula
599,21162,23812,5992,Urethral diverticulum
599,21162,23812,5993,Urethral caruncle
599,21162,23812,5994,Urethral false passage
599,21162,23812,5995,Prolapsed urethral mucosa
599,21162,23812,59960,"Urinary obstruction, unspecified"
599,21162,23812,59969,"Urinary obstruction, not elsewhere classified"
599,21162,23812,5997,Hematuria
599,21162,23812,59970,"Hematuria, unspecified"
599,21162,23812,59971,Gross hematuria
599,21162,23812,59972,Microscopic hematuria
599,21162,23812,59981,Urethral hypermobility
599,21162,23812,59982,Intrinsic (urethral) sphincter deficiency [ISD]
599,21162,23812,59983,Urethral instability
599,21162,23812,59984,Other specified disorders of urethra
599,21162,23812,59989,Other specified disorders of urinary tract
599,21162,23812,5999,Unspecified disorder of urethra and urinary tract
F41,21090,43282,F41,Other anxiety disorders
F41,21090,43282,F410,Panic disorder [episodic paroxysmal anxiety]
F41,21090,43282,F411,Generalized anxiety disorder
F41,21090,43282,F413,Other mixed anxiety disorders
F41,21090,43282,F418,Other specified anxiety disorders
F41,21090,43282,F419,"Anxiety disorder, unspecified"
Z85,20949,37597,Z85,Personal history of malignant neoplasm
Z85,20949,37597,Z850,Personal history of malignant neoplasm of digestive organs
Z85,20949,37597,Z8500,Personal history of malignant neoplasm of unspecified digestive organ
Z85,20949,37597,Z8501,Personal history of malignant neoplasm of esophagus
Z85,20949,37597,Z8502,Personal history of malignant neoplasm of stomach
Z85,20949,37597,Z85020,Personal history of malignant carcinoid tumor of stomach
Z85,20949,37597,Z85028,Personal history of other malignant neoplasm of stomach
Z85,20949,37597,Z8503,Personal history of malignant neoplasm of large intestine
Z85,20949,37597,Z85030,Personal history of malignant carcinoid tumor of large intestine
Z85,20949,37597,Z85038,Personal history of other malignant neoplasm of large intestine
Z85,20949,37597,Z8504,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"
Z85,20949,37597,Z85040,Personal history of malignant carcinoid tumor of rectum
Z85,20949,37597,Z85048,"Personal history of other malignant neoplasm of rectum, rectosigmoid junction, and anus"
Z85,20949,37597,Z8505,Personal history of malignant neoplasm of liver
Z85,20949,37597,Z8506,Personal history of malignant neoplasm of small intestine
Z85,20949,37597,Z85060,Personal history of malignant carcinoid tumor of small intestine
Z85,20949,37597,Z85068,Personal history of other malignant neoplasm of small intestine
Z85,20949,37597,Z8507,Personal history of malignant neoplasm of pancreas
Z85,20949,37597,Z8509,Personal history of malignant neoplasm of other digestive organs
Z85,20949,37597,Z851,"Personal history of malignant neoplasm of trachea, bronchus and lung"
Z85,20949,37597,Z8511,Personal history of malignant neoplasm of bronchus and lung
Z85,20949,37597,Z85110,Personal history of malignant carcinoid tumor of bronchus and lung
Z85,20949,37597,Z85118,Personal history of other malignant neoplasm of bronchus and lung
Z85,20949,37597,Z8512,Personal history of malignant neoplasm of trachea
Z85,20949,37597,Z852,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
Z85,20949,37597,Z8520,Personal history of malignant neoplasm of unspecified respiratory organ
Z85,20949,37597,Z8521,Personal history of malignant neoplasm of larynx
Z85,20949,37597,Z8522,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"
Z85,20949,37597,Z8523,Personal history of malignant neoplasm of thymus
Z85,20949,37597,Z85230,Personal history of malignant carcinoid tumor of thymus
Z85,20949,37597,Z85238,Personal history of other malignant neoplasm of thymus
Z85,20949,37597,Z8529,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
Z85,20949,37597,Z853,Personal history of malignant neoplasm of breast
Z85,20949,37597,Z854,Personal history of malignant neoplasm of genital organs
Z85,20949,37597,Z8540,Personal history of malignant neoplasm of unspecified female genital organ
Z85,20949,37597,Z8541,Personal history of malignant neoplasm of cervix uteri
Z85,20949,37597,Z8542,Personal history of malignant neoplasm of other parts of uterus
Z85,20949,37597,Z8543,Personal history of malignant neoplasm of ovary
Z85,20949,37597,Z8544,Personal history of malignant neoplasm of other female genital organs
Z85,20949,37597,Z8545,Personal history of malignant neoplasm of unspecified male genital organ
Z85,20949,37597,Z8546,Personal history of malignant neoplasm of prostate
Z85,20949,37597,Z8547,Personal history of malignant neoplasm of testis
